"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"KNSTRN1" 0 0.394917041481023 0.258 0.054 0 "12" "KNSTRN"
"KIF2C1" 0 0.390588795399126 0.254 0.039 0 "12" "KIF2C"
"EZH2" 0 0.387484951505036 0.3 0.074 0 "12" "EZH2"
"CENPH" 0 0.384932196156265 0.295 0.064 0 "12" "CENPH"
"PRIM1" 0 0.382988995096569 0.278 0.068 0 "12" "PRIM1"
"MCM4" 0 0.380210248616611 0.268 0.075 0 "12" "MCM4"
"TNFRSF11A1" 0 0.376105510414361 0.271 0.075 0 "12" "TNFRSF11A"
"DEPDC11" 0 0.364046830427703 0.262 0.057 0 "12" "DEPDC1"
"CENPA1" 0 0.356426486977366 0.279 0.055 0 "12" "CENPA"
"RANGAP1" 0 0.339902868983806 0.287 0.081 0 "12" "RANGAP1"
"NCAPD3" 0 0.332073553216216 0.264 0.065 0 "12" "NCAPD3"
"LRR1" 0 0.313176516835121 0.265 0.069 0 "12" "LRR1"
"LPXN1" 0 0.307886435502189 0.295 0.086 0 "12" "LPXN"
"NSD2" 0 0.307799119259866 0.26 0.072 0 "12" "NSD2"
"UQCC21" 1.20678133245147e-307 0.670838983689175 0.699 0.392 2.8237476398032e-303 "12" "UQCC2"
"TUBG11" 1.21620895401985e-303 0.352540626196487 0.313 0.101 2.84580733151106e-299 "12" "TUBG1"
"HSP90AA13" 5.2041720462335e-303 0.535817264207916 0.99 0.944 1.21772421709818e-298 "12" "HSP90AA1"
"VRK11" 9.80276198835493e-303 0.349206942217505 0.323 0.105 2.29374827765517e-298 "12" "VRK1"
"CORO1A3" 2.96217674583423e-302 0.455745512145406 0.559 0.24 6.93119736757752e-298 "12" "CORO1A"
"MFSD13" 4.00284585189648e-300 0.462866536553803 0.534 0.231 9.36625900885256e-296 "12" "MFSD1"
"COTL13" 2.22987703899995e-299 0.713251112601942 0.771 0.492 5.21768928355598e-295 "12" "COTL1"
"ATP6V0B2" 6.01288054885217e-299 0.68498051208768 0.897 0.692 1.40695391962592e-294 "12" "ATP6V0B"
"SIRPA1" 2.1094967401103e-295 0.401367687649629 0.408 0.152 4.9360114221841e-291 "12" "SIRPA"
"NFKBIE3" 2.7968150613101e-294 0.424143649865287 0.37 0.134 6.54426756195951e-290 "12" "NFKBIE"
"FCGR2A2" 1.17374540296534e-293 0.563029758576166 0.544 0.231 2.74644686839859e-289 "12" "FCGR2A"
"ME21" 3.84299771430324e-292 0.464471483283462 0.438 0.176 8.99223035169815e-288 "12" "ME2"
"CD142" 9.97786092141797e-292 0.689008567797055 0.61 0.29 2.33471967700259e-287 "12" "CD14"
"RHOG2" 6.93918473828569e-290 0.51538627787903 0.602 0.289 1.62369983691147e-285 "12" "RHOG"
"ALDH16A1" 1.88836221016138e-289 0.282374898214081 0.286 0.089 4.41857873555661e-285 "12" "ALDH16A1"
"STAB11" 6.29632827129033e-289 0.778727598875861 0.487 0.208 1.47327785219922e-284 "12" "STAB1"
"EXOSC81" 2.29973389100049e-288 0.454246720540991 0.457 0.193 5.38114733155206e-284 "12" "EXOSC8"
"FAM49B2" 4.01767595972927e-288 0.554971436657491 0.662 0.342 9.40095997817053e-284 "12" "FAM49B"
"ATG31" 8.61454644722862e-287 0.542864879066386 0.576 0.283 2.01571772318702e-282 "12" "ATG3"
"CDC25B1" 1.53176821576119e-286 0.332148179050995 0.254 0.074 3.58418444805962e-282 "12" "CDC25B"
"HPRT11" 5.51939998579635e-284 0.495424210085599 0.504 0.228 1.29148440267649e-279 "12" "HPRT1"
"RRP7A2" 6.30335380404382e-283 0.594700380981086 0.509 0.238 1.47492175660821e-278 "12" "RRP7A"
"SYNGR23" 8.18463638680216e-283 0.554152178684308 0.535 0.247 1.91512306814784e-278 "12" "SYNGR2"
"TIMM10" 5.36568381771029e-281 0.559308301029411 0.528 0.254 1.25551635650603e-276 "12" "TIMM10"
"M6PR2" 7.28857385019966e-281 0.520482048860662 0.575 0.274 1.70545339520822e-276 "12" "M6PR"
"ARHGAP42" 8.9487344963006e-281 0.384910765065353 0.388 0.144 2.09391438478938e-276 "12" "ARHGAP4"
"MCM31" 1.09977144647132e-280 0.409449176436727 0.343 0.122 2.57335520759823e-276 "12" "MCM3"
"PGP1" 2.87032052481367e-280 0.499968519089779 0.522 0.242 6.71626299601149e-276 "12" "PGP"
"TPM33" 2.45484430559687e-278 0.634023505018295 0.809 0.555 5.74409019066612e-274 "12" "TPM3"
"HPGDS1" 7.29721648815673e-276 0.470161476778296 0.271 0.084 1.70747568606379e-271 "12" "HPGDS"
"SMS2" 7.52924739907752e-276 0.528103992428856 0.628 0.321 1.76176859891015e-271 "12" "SMS"
"LY862" 1.84656064844313e-275 0.394428483410758 0.381 0.138 4.32076726129208e-271 "12" "LY86"
"PKM2" 2.10671991678844e-275 0.704559876753921 0.909 0.711 4.92951393329328e-271 "12" "PKM"
"COX8A2" 2.96791288105639e-275 0.627678520279907 0.903 0.713 6.94461935038385e-271 "12" "COX8A"
"MCUB1" 5.07817547015021e-275 0.371884520707683 0.402 0.157 1.18824227826045e-270 "12" "MCUB"
"GLA2" 1.60181148442182e-274 0.416160436485294 0.422 0.171 3.74807869239862e-270 "12" "GLA"
"HSPD11" 1.86325258239126e-273 0.847042013888756 0.819 0.608 4.3598247175373e-269 "12" "HSPD1"
"CTSB1" 5.24125933126317e-270 0.695857083622053 0.855 0.594 1.22640227092227e-265 "12" "CTSB"
"NFKBIA2" 5.47830981919958e-270 0.810786318832312 0.828 0.579 1.28186971459451e-265 "12" "NFKBIA"
"DCTPP11" 5.13859223145486e-269 0.634144890243749 0.486 0.233 1.20237919623812e-264 "12" "DCTPP1"
"SMC1A2" 3.01007905678771e-268 0.496240748739396 0.492 0.221 7.04328398497757e-264 "12" "SMC1A"
"LAIR11" 1.55132814692176e-267 0.498709985932716 0.415 0.167 3.62995273098223e-263 "12" "LAIR1"
"TMEM160" 3.40291096143225e-265 0.536923657572302 0.667 0.372 7.96247135865533e-261 "12" "TMEM160"
"ARPC24" 6.57443731283312e-265 0.576577885823554 0.919 0.756 1.53835258682982e-260 "12" "ARPC2"
"FOLR21" 1.3441310819889e-264 0.632245343682415 0.494 0.214 3.14513231874583e-260 "12" "FOLR2"
"BUB32" 4.04380888773714e-264 0.4788148869541 0.563 0.277 9.46210841641614e-260 "12" "BUB3"
"GPR1832" 6.04454940806996e-263 0.325151607782225 0.557 0.246 1.41436411599429e-258 "12" "GPR183"
"IDH23" 2.70466450668785e-261 0.576293680823523 0.677 0.386 6.3286444791989e-257 "12" "IDH2"
"MMD" 1.59258779387607e-258 0.344056992053053 0.272 0.088 3.72649617889061e-254 "12" "MMD"
"RHOA4" 7.90536336012249e-257 0.588187160789139 0.873 0.666 1.84977597263506e-252 "12" "RHOA"
"SUZ12" 2.34274725591488e-256 0.399912505545653 0.403 0.165 5.48179430411522e-252 "12" "SUZ12"
"LIMS13" 7.93898925487939e-256 0.572724162037707 0.712 0.419 1.85764409574923e-251 "12" "LIMS1"
"COQ2" 5.32993086441946e-255 0.327088426894819 0.286 0.097 1.24715052296551e-250 "12" "COQ2"
"FAM96A1" 3.61216110324601e-254 0.533397302219794 0.565 0.289 8.45209576548534e-250 "12" "FAM96A"
"SGPL11" 6.90618904746396e-254 0.345104047633204 0.322 0.115 1.61597917521609e-249 "12" "SGPL1"
"CD862" 2.34517971854197e-253 0.331252595642837 0.386 0.146 5.48748602341634e-249 "12" "CD86"
"CNTRL" 5.75362759108298e-252 0.320764486911721 0.277 0.091 1.34629132003751e-247 "12" "CNTRL"
"FXYD55" 1.80245612443216e-251 0.546601071508061 0.807 0.506 4.2175670855588e-247 "12" "FXYD5"
"HNRNPAB2" 1.36653021236051e-250 0.60662993295321 0.663 0.394 3.19754404390237e-246 "12" "HNRNPAB"
"RHEB1" 6.50786627529235e-250 0.591774516911171 0.74 0.478 1.52277562975566e-245 "12" "RHEB"
"TFEC2" 9.49251916523727e-250 0.325422271470979 0.307 0.106 2.22115455947387e-245 "12" "TFEC"
"HLA-DMB2" 4.97306979680561e-248 0.333393324286381 0.486 0.202 1.16364860175454e-243 "12" "HLA-DMB"
"AP1B11" 7.11616915362558e-248 0.411896255329846 0.419 0.174 1.66511242025685e-243 "12" "AP1B1"
"G0S22" 2.44585341215499e-247 0.583974251850079 0.346 0.132 5.72305239910145e-243 "12" "G0S2"
"HNRNPA2B12" 1.1761023886489e-246 0.52621228975758 0.911 0.759 2.75196197919955e-242 "12" "HNRNPA2B1"
"H2AFY2" 1.32544685513017e-246 0.542965678592207 0.709 0.441 3.10141309631909e-242 "12" "H2AFY"
"IL182" 2.79317863930537e-246 0.338081733754527 0.339 0.122 6.53575869811063e-242 "12" "IL18"
"POLR3K2" 5.32637564106111e-246 0.43294496360478 0.395 0.166 1.24631863625189e-241 "12" "POLR3K"
"COMMD91" 6.66815188409005e-246 0.463081387295386 0.463 0.213 1.56028085935823e-241 "12" "COMMD9"
"LMNB21" 5.8538765570048e-244 0.267782570311121 0.26 0.084 1.36974857557355e-239 "12" "LMNB2"
"KPNB1" 9.69497273952288e-243 0.542941545384066 0.619 0.347 2.26852667132096e-238 "12" "KPNB1"
"MATK1" 4.27419183652321e-242 0.331295381060978 0.323 0.116 1.00011814782807e-237 "12" "MATK"
"UBAC11" 9.41074640938113e-242 0.407710665786977 0.408 0.174 2.20202055233109e-237 "12" "UBAC1"
"CISD31" 1.04894262954406e-241 0.520323127912523 0.552 0.281 2.45442085887015e-237 "12" "CISD3"
"CD333" 3.38533529200687e-241 0.293505635770681 0.307 0.107 7.92134604976688e-237 "12" "CD33"
"WAS2" 6.87651521197834e-241 0.300634453679901 0.329 0.12 1.60903579445081e-236 "12" "WAS"
"CALM32" 7.55320207038263e-241 0.654572226371913 0.798 0.54 1.76737375244883e-236 "12" "CALM3"
"CACYBP2" 9.41298132851204e-241 0.437761458836335 0.743 0.461 2.20254350105853e-236 "12" "CACYBP"
"MZT2B3" 9.44929001377988e-240 0.554144803657318 0.919 0.734 2.21103937032435e-235 "12" "MZT2B"
"TFDP12" 3.16981516808349e-239 0.361692830720858 0.396 0.163 7.41705051179856e-235 "12" "TFDP1"
"VOPP11" 4.8107658621599e-239 0.404763640900592 0.413 0.176 1.12567110408679e-234 "12" "VOPP1"
"GCA2" 6.74435850633292e-239 0.342122348692505 0.323 0.12 1.57811244689684e-234 "12" "GCA"
"FCGR1A2" 1.35418929807959e-238 0.460507274914261 0.347 0.132 3.16866753857644e-234 "12" "FCGR1A"
"ALYREF" 1.79199110397297e-238 0.359298273658018 0.379 0.154 4.19307998418635e-234 "12" "ALYREF"
"OGFRL12" 2.15362831546874e-238 0.531407885099985 0.39 0.162 5.0392748953653e-234 "12" "OGFRL1"
"NUP62" 2.75409676848569e-238 0.358747275582302 0.359 0.142 6.44431102857966e-234 "12" "NUP62"
"MAPK131" 9.80899961334721e-238 0.292283905764083 0.27 0.09 2.29520781952711e-233 "12" "MAPK13"
"G3BP11" 1.44153418083107e-237 0.496586236909586 0.554 0.286 3.37304582972663e-233 "12" "G3BP1"
"EMP33" 4.13470234352439e-237 0.663591907582758 0.896 0.686 9.67479001361273e-233 "12" "EMP3"
"MAPKAPK3" 7.23942706736595e-237 0.303402603307622 0.312 0.114 1.69395353949296e-232 "12" "MAPKAPK3"
"SGK12" 3.35340674581855e-236 0.602496344655598 0.547 0.27 7.84663644454083e-232 "12" "SGK1"
"NUDT5" 5.77606052341637e-236 0.533092532267745 0.565 0.304 1.3515404018742e-231 "12" "NUDT5"
"SLC25A19" 1.35665508886747e-235 0.307396474273897 0.277 0.095 3.174437242441e-231 "12" "SLC25A19"
"CKAP51" 1.8956807135213e-235 0.366449533875363 0.311 0.115 4.43570330156849e-231 "12" "CKAP5"
"FCGR2B2" 2.79730937608386e-235 0.313337686815723 0.297 0.102 6.54542420909862e-231 "12" "FCGR2B"
"PTGES32" 2.81517506012233e-235 0.558117219035656 0.831 0.612 6.58722812318024e-231 "12" "PTGES3"
"HSPE14" 4.40798699681638e-235 0.754076386852343 0.891 0.755 1.03142487738507e-230 "12" "HSPE1"
"RAP1A2" 4.51086789256507e-235 0.482291407301136 0.643 0.359 1.0554979781813e-230 "12" "RAP1A"
"MRPS161" 4.8972254552845e-235 0.474237922720089 0.544 0.281 1.14590178428202e-230 "12" "MRPS16"
"NAGA1" 9.94977642866901e-234 0.34875239733408 0.345 0.135 2.32814818654426e-229 "12" "NAGA"
"TXNDC171" 3.34322544136616e-233 0.594017885708012 0.774 0.505 7.82281321025267e-229 "12" "TXNDC17"
"GRN2" 5.6231297070195e-232 0.48674892856385 0.871 0.603 1.31575612014549e-227 "12" "GRN"
"GYPC3" 1.89325818397134e-230 0.528233556366523 0.655 0.356 4.43003482467455e-226 "12" "GYPC"
"HNRNPD1" 3.97955450427828e-230 0.535188372676419 0.681 0.41 9.31175958456076e-226 "12" "HNRNPD"
"PPIF2" 7.61985714809619e-230 0.368011092652474 0.45 0.206 1.78297037408303e-225 "12" "PPIF"
"PLEKHB23" 1.31246318569127e-229 0.411383867756507 0.468 0.216 3.071032608199e-225 "12" "PLEKHB2"
"SNRPG2" 4.82647414871277e-229 0.616657771824366 0.86 0.632 1.1293466860573e-224 "12" "SNRPG"
"TREM21" 8.6870182688534e-229 0.450058088519032 0.415 0.172 2.03267540472901e-224 "12" "TREM2"
"SPINT22" 4.14340919295472e-228 0.322057698547345 0.314 0.115 9.69516317059476e-224 "12" "SPINT2"
"RFC2" 2.78751064052227e-227 0.34920182445679 0.317 0.121 6.52249614775807e-223 "12" "RFC2"
"GDI22" 2.90223916713258e-226 0.540615471152534 0.711 0.449 6.79094942717353e-222 "12" "GDI2"
"RGS13" 5.40305282730768e-226 0.361765390110948 0.584 0.279 1.26426033106172e-221 "12" "RGS1"
"BOLA31" 2.19015221220291e-225 0.607212582874145 0.578 0.321 5.12473716133358e-221 "12" "BOLA3"
"LBR" 3.08791446000619e-225 0.361634856977202 0.321 0.123 7.22541104496849e-221 "12" "LBR"
"SLC16A101" 5.46107199958772e-225 0.490720837807013 0.289 0.103 1.27783623718353e-220 "12" "SLC16A10"
"RB11" 7.91139810361822e-225 0.519033029541296 0.414 0.183 1.85118804226563e-220 "12" "RB1"
"MIS18BP11" 2.7770011516899e-224 0.406521399819092 0.42 0.185 6.49790499483919e-220 "12" "MIS18BP1"
"CXCL32" 3.50999217775507e-224 0.402869725329897 0.467 0.212 8.21303069672909e-220 "12" "CXCL3"
"GMFG4" 4.35958516251538e-224 0.454260228597392 0.712 0.385 1.02009933217697e-219 "12" "GMFG"
"CBR3" 7.60828903803501e-224 0.331816080545926 0.254 0.085 1.78026355200981e-219 "12" "CBR3"
"NFATC11" 1.56709983743037e-223 0.417755389400279 0.318 0.122 3.66685690960333e-219 "12" "NFATC1"
"LYN2" 1.70354130034762e-223 0.321396613596053 0.379 0.152 3.98611628868339e-219 "12" "LYN"
"ATP6V1F2" 5.03858500571672e-223 0.518361889646444 0.864 0.628 1.17897850548766e-218 "12" "ATP6V1F"
"APOE1" 5.73083768070761e-223 0.410658226412957 0.833 0.554 1.34095870890877e-218 "12" "APOE"
"AP1S23" 7.12954367655539e-223 0.563770433941886 0.576 0.308 1.6682419248772e-218 "12" "AP1S2"
"USP13" 8.34202682990664e-223 0.399391865891787 0.431 0.193 1.95195085792986e-218 "12" "USP1"
"CCL21" 1.03557261383447e-222 1.06433463302369 0.388 0.17 2.42313635911128e-218 "12" "CCL2"
"GRB22" 3.29057534514833e-222 0.453622924527788 0.611 0.328 7.69961725011258e-218 "12" "GRB2"
"RFC4" 5.45119346744463e-222 0.269906926180795 0.255 0.086 1.27552475944737e-217 "12" "RFC4"
"UNC93B12" 7.6181468605499e-222 0.386609659420591 0.474 0.222 1.78257018390007e-217 "12" "UNC93B1"
"BARD11" 8.65966309369047e-222 0.288887213147082 0.261 0.089 2.02627456729263e-217 "12" "BARD1"
"HAUS1" 3.91680884430848e-221 0.354226902876033 0.366 0.152 9.1649410147974e-217 "12" "HAUS1"
"IGSF62" 7.81205927823845e-221 0.479388977836502 0.401 0.167 1.82794375051501e-216 "12" "IGSF6"
"PPP1R182" 1.39040789420088e-220 0.408117196971679 0.498 0.239 3.25341543164064e-216 "12" "PPP1R18"
"CD1631" 1.12978464422861e-219 0.394905425627931 0.412 0.171 2.64358308903053e-215 "12" "CD163"
"HNRNPF2" 1.68053673920995e-219 0.525527102569191 0.681 0.424 3.93228791607735e-215 "12" "HNRNPF"
"LY963" 1.72511732422349e-219 0.383644295027572 0.565 0.275 4.03660202695054e-215 "12" "LY96"
"LSM32" 3.3541960636552e-219 0.517244719837849 0.787 0.536 7.84848336934679e-215 "12" "LSM3"
"RGS193" 2.62394201565336e-218 0.39539203024947 0.451 0.206 6.13976192242731e-214 "12" "RGS19"
"NUP37" 3.12029685286363e-218 0.304699729980811 0.291 0.107 7.30118260601561e-214 "12" "NUP37"
"SKA21" 9.82268038391126e-218 0.427184092079154 0.499 0.245 2.29840898303139e-213 "12" "SKA2"
"GPR341" 1.29947684188174e-217 0.359979816346374 0.362 0.143 3.04064586231907e-213 "12" "GPR34"
"EMILIN22" 8.52223378386493e-217 0.305606784315932 0.345 0.136 1.99411748308656e-212 "12" "EMILIN2"
"MS4A72" 8.99821216140362e-217 0.394048393142578 0.495 0.224 2.10549166364683e-212 "12" "MS4A7"
"PRDM11" 2.85325194244712e-216 0.42678161660434 0.362 0.147 6.67632422013202e-212 "12" "PRDM1"
"BLOC1S12" 3.19373847370246e-216 0.549772052644837 0.774 0.521 7.47302865461638e-212 "12" "BLOC1S1"
"RBM472" 7.64751464160236e-216 0.297533022168309 0.327 0.125 1.78944195098854e-211 "12" "RBM47"
"HAVCR22" 1.09103303721645e-215 0.304653323138863 0.353 0.14 2.55290820378276e-211 "12" "HAVCR2"
"GNAI23" 1.87538671120336e-215 0.613202160522103 0.771 0.537 4.38821736554475e-211 "12" "GNAI2"
"RNPEP" 2.97541402813051e-215 0.378560383644629 0.42 0.191 6.96217128442259e-211 "12" "RNPEP"
"TBXAS13" 1.86779060764516e-214 0.310103942452841 0.378 0.155 4.37044324282891e-210 "12" "TBXAS1"
"JDP21" 1.86927257034259e-214 0.524642418743598 0.388 0.17 4.37391088734463e-210 "12" "JDP2"
"CTNNBIP11" 5.36538143809946e-214 0.576941268538965 0.441 0.213 1.25544560270089e-209 "12" "CTNNBIP1"
"ICAM12" 7.66224825254548e-214 0.393024769387286 0.407 0.175 1.79288946861312e-209 "12" "ICAM1"
"RPL39L" 4.81960045467355e-213 0.308302443801156 0.283 0.103 1.12773831038906e-208 "12" "RPL39L"
"SWAP702" 8.59514665006592e-211 0.307742548942719 0.365 0.151 2.01117836464893e-206 "12" "SWAP70"
"SNRPB3" 9.58812050388868e-211 0.560271126542491 0.798 0.574 2.24352431670491e-206 "12" "SNRPB"
"GLIPR13" 2.53491426966332e-210 0.453448549031968 0.596 0.312 5.93144589958521e-206 "12" "GLIPR1"
"CCR12" 3.00942499858984e-210 0.291320841915165 0.321 0.123 7.04175355420037e-206 "12" "CCR1"
"HEXB2" 4.97712724027919e-210 0.446010394094026 0.609 0.336 1.16459800295293e-205 "12" "HEXB"
"CELF23" 1.28602119969714e-209 0.378485400058778 0.387 0.165 3.00916100517134e-205 "12" "CELF2"
"CREG11" 1.38630822510988e-209 0.484865559657442 0.571 0.302 3.24382261593461e-205 "12" "CREG1"
"DUSP232" 1.7631026132567e-207 0.415385063085444 0.524 0.266 4.12548380475934e-203 "12" "DUSP23"
"RAB8A1" 6.3798264666489e-206 0.421347377609071 0.525 0.275 1.49281559493118e-201 "12" "RAB8A"
"CNPY32" 2.07711483305889e-205 0.480251203491236 0.569 0.312 4.86024099787449e-201 "12" "CNPY3"
"ANAPC112" 2.65712526642218e-205 0.527012506077091 0.838 0.6 6.21740741090127e-201 "12" "ANAPC11"
"ETV51" 4.12929777122734e-204 0.30832505127994 0.262 0.094 9.66214385489486e-200 "12" "ETV5"
"TALDO12" 1.3605762763677e-202 0.523586765668765 0.738 0.498 3.18361242907279e-198 "12" "TALDO1"
"F13A11" 1.62364179869199e-202 0.433607771596494 0.299 0.114 3.79915944475938e-198 "12" "F13A1"
"DBF41" 5.10651021253256e-202 0.257946140410304 0.267 0.096 1.19487232463049e-197 "12" "DBF4"
"SAC3D12" 1.19441812473251e-201 0.371256867182017 0.338 0.141 2.79481897006161e-197 "12" "SAC3D1"
"MRPL121" 6.39802192209627e-201 0.636715810255115 0.569 0.337 1.49707314955131e-196 "12" "MRPL12"
"REEP4" 8.42648321161851e-201 0.283945224240212 0.271 0.1 1.97171280668662e-196 "12" "REEP4"
"LAMTOR21" 8.59178327186793e-201 0.510264115385464 0.763 0.512 2.01039136778438e-196 "12" "LAMTOR2"
"JPT2" 3.95629554327871e-200 0.284238522285007 0.269 0.099 9.25733594171786e-196 "12" "JPT2"
"PEA153" 4.07014305737941e-200 0.376521379747962 0.422 0.195 9.52372773996207e-196 "12" "PEA15"
"NAA501" 1.09317329260077e-199 0.409781259601386 0.452 0.222 2.55791618735654e-195 "12" "NAA50"
"PDXK2" 7.87158341135643e-199 0.445880112674224 0.606 0.341 1.84187180242329e-194 "12" "PDXK"
"COX7B1" 7.99539590553027e-199 0.600042471001193 0.889 0.7 1.87084268793503e-194 "12" "COX7B"
"CLTA1" 1.32610612075788e-197 0.504416921684882 0.825 0.618 3.10295571196137e-193 "12" "CLTA"
"CPVL2" 2.63535635674725e-197 0.486172999022013 0.497 0.245 6.1664703391529e-193 "12" "CPVL"
"TYMP2" 3.74291225984574e-196 0.489499363315436 0.741 0.454 8.75804039681304e-192 "12" "TYMP"
"ABHD21" 1.01265845433008e-195 0.294886983493659 0.329 0.134 2.36951951728697e-191 "12" "ABHD2"
"SMC32" 1.31991207911068e-195 0.416516682481953 0.534 0.283 3.08846227391107e-191 "12" "SMC3"
"DOCK22" 5.58221170567443e-195 0.257397328815611 0.282 0.104 1.30618171701076e-190 "12" "DOCK2"
"C1orf1622" 3.99922497804953e-194 0.448035462228101 0.395 0.174 9.3577865261381e-190 "12" "C1orf162"
"PGAM12" 9.79779312724502e-194 0.663103777066127 0.746 0.526 2.29258561384406e-189 "12" "PGAM1"
"RCC1" 1.1727218071187e-193 0.265523073507985 0.261 0.096 2.74405175647704e-189 "12" "RCC1"
"SPCS31" 2.03023550692149e-193 0.45607126930887 0.671 0.411 4.7505480626456e-189 "12" "SPCS3"
"CLEC2B4" 2.2592503200925e-193 0.35603009534992 0.571 0.297 5.28641982398445e-189 "12" "CLEC2B"
"MCM6" 6.44514213994689e-193 0.324141693329329 0.252 0.092 1.50809880932617e-188 "12" "MCM6"
"CXCL22" 7.90130461189375e-193 0.387248906499055 0.46 0.217 1.84882626613702e-188 "12" "CXCL2"
"CHCHD101" 1.60943834302498e-192 0.624558908381918 0.714 0.47 3.76592477884415e-188 "12" "CHCHD10"
"SH3BGRL33" 2.08976068785812e-192 0.492203283658479 0.944 0.779 4.88983103351922e-188 "12" "SH3BGRL3"
"CORO1C2" 4.87180209485394e-192 0.360356216739168 0.444 0.214 1.13995297217487e-187 "12" "CORO1C"
"MPDU1" 6.4406575320304e-192 0.357683036932554 0.44 0.213 1.50704945591979e-187 "12" "MPDU1"
"CD443" 8.72130119570828e-192 0.334063856922244 0.636 0.354 2.04069726678378e-187 "12" "CD44"
"PSME25" 2.44633664686358e-191 0.477183750403347 0.816 0.549 5.7241831199961e-187 "12" "PSME2"
"LRRC252" 8.93788704420926e-191 0.272894272246374 0.253 0.09 2.09137618947452e-186 "12" "LRRC25"
"TPRKB2" 2.52357401747695e-190 0.373397419091422 0.589 0.323 5.90491084349431e-186 "12" "TPRKB"
"C1QBP3" 2.65529782670333e-190 0.703898897288351 0.692 0.475 6.21313138470312e-186 "12" "C1QBP"
"SKAP23" 5.15769052484684e-190 0.381516199086348 0.486 0.241 1.20684800590891e-185 "12" "SKAP2"
"PSMB84" 6.43404517199846e-190 0.441796881609568 0.623 0.361 1.50550222979592e-185 "12" "PSMB8"
"MTFP11" 6.82922181422719e-190 0.302256364612947 0.252 0.092 1.59796961231102e-185 "12" "MTFP1"
"PPIH2" 8.88533867307337e-190 0.322930130733818 0.429 0.203 2.07908039611244e-185 "12" "PPIH"
"BLVRB2" 1.15380837400168e-189 0.536583139531464 0.715 0.447 2.69979621432654e-185 "12" "BLVRB"
"COX4I11" 7.7952774776523e-189 0.502330436257871 0.954 0.845 1.82401697699586e-184 "12" "COX4I1"
"CXCL82" 1.01465686883049e-188 0.30730807948514 0.468 0.227 2.37419560737646e-184 "12" "CXCL8"
"NUDT14" 1.77751167239109e-188 0.377632195666752 0.641 0.366 4.15919956222792e-184 "12" "NUDT1"
"NDUFV21" 3.54039179966412e-188 0.493274479477308 0.768 0.535 8.28416277203408e-184 "12" "NDUFV2"
"TMEM1091" 4.7043751141805e-188 0.374585375285965 0.47 0.238 1.1007767329671e-183 "12" "TMEM109"
"GGCT1" 8.65186716340842e-188 0.438690230964898 0.482 0.254 2.02445039756594e-183 "12" "GGCT"
"CSTB2" 1.03213180343456e-187 0.252686850056845 0.913 0.723 2.41508520685654e-183 "12" "CSTB"
"DDX211" 1.03915563388334e-187 0.571990855946729 0.587 0.35 2.43152026772362e-183 "12" "DDX21"
"FADS11" 2.42362861739742e-186 0.3283686566329 0.346 0.15 5.67104860184822e-182 "12" "FADS1"
"SYNCRIP" 8.68346912526072e-186 0.465527166308977 0.599 0.355 2.03184494061976e-181 "12" "SYNCRIP"
"CYCS2" 6.8922261882625e-185 0.67308764241923 0.814 0.622 1.61271200579154e-180 "12" "CYCS"
"DUSP63" 8.81565657035676e-185 0.31657630499979 0.379 0.166 2.06277548089778e-180 "12" "DUSP6"
"COMMD42" 8.86788983882672e-185 0.403306335365163 0.526 0.282 2.07499754338706e-180 "12" "COMMD4"
"SRGN3" 1.15188542716646e-184 0.411335661712109 0.763 0.463 2.6952967110268e-180 "12" "SRGN"
"CAP13" 1.27103189262846e-184 0.493322588083395 0.768 0.536 2.97408752556134e-180 "12" "CAP1"
"GPSM34" 6.86222372657442e-184 0.254006367268123 0.48 0.225 1.60569172978115e-179 "12" "GPSM3"
"PARVB1" 2.12477849129999e-183 0.3429901010321 0.416 0.199 4.97176919179286e-179 "12" "PARVB"
"CCDC88A2" 3.95651336887412e-183 0.468787005295727 0.634 0.378 9.25784563182855e-179 "12" "CCDC88A"
"PPP1CA" 5.64262808733938e-183 0.456139802476221 0.728 0.48 1.32031854615654e-178 "12" "PPP1CA"
"PSMB31" 2.91893906031784e-182 0.521552910522389 0.828 0.617 6.83002550723772e-178 "12" "PSMB3"
"RAD212" 8.84060709556346e-182 0.422038500599684 0.562 0.312 2.06861365429089e-177 "12" "RAD21"
"PRPS2" 2.56233639968176e-181 0.260315575030244 0.255 0.095 5.99561094161534e-177 "12" "PRPS2"
"PTPN62" 2.72823975073602e-181 0.261131032398481 0.331 0.136 6.38380819274722e-177 "12" "PTPN6"
"ATP5MF2" 6.84000060961062e-181 0.570207542551123 0.889 0.711 1.60049174264279e-176 "12" "ATP5MF"
"FGL22" 6.91518844491225e-181 0.326214509585775 0.374 0.162 1.61808494422502e-176 "12" "FGL2"
"RBM171" 7.17549913416665e-181 0.384787144422872 0.548 0.306 1.67899504240365e-176 "12" "RBM17"
"HSPH12" 2.87802106431681e-180 0.502666652686513 0.683 0.426 6.73428148839491e-176 "12" "HSPH1"
"ANP32A" 8.32459323906125e-180 0.464259072326603 0.656 0.41 1.94787157200794e-175 "12" "ANP32A"
"SH2B32" 3.88141417469526e-179 0.316507607370026 0.32 0.134 9.08212102736945e-175 "12" "SH2B3"
