"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"FN1" 0 2.11527390872789 0.981 0.443 0 "4" "FN1"
"ENPP1" 0 2.08279984668564 0.578 0.054 0 "4" "ENPP1"
"SRPX" 0 2.06419301520816 0.79 0.146 0 "4" "SRPX"
"COL1A21" 0 2.04902863959729 0.998 0.727 0 "4" "COL1A2"
"DCN" 0 2.0428791738661 0.929 0.356 0 "4" "DCN"
"SERPINE2" 0 2.02356213050875 0.763 0.206 0 "4" "SERPINE2"
"SLC29A1" 0 1.97458774215725 0.69 0.154 0 "4" "SLC29A1"
"IFITM3" 0 1.93716615612571 0.982 0.732 0 "4" "IFITM3"
"NNMT" 0 1.9328848032733 0.882 0.296 0 "4" "NNMT"
"OLFML2B" 0 1.91455157235938 0.812 0.205 0 "4" "OLFML2B"
"OMD1" 0 1.90872591429469 0.665 0.143 0 "4" "OMD"
"POSTN1" 0 1.90148620505953 0.671 0.175 0 "4" "POSTN"
"SPARC2" 0 1.78732077183728 0.993 0.741 0 "4" "SPARC"
"CLEC11A2" 0 1.78286075313547 0.957 0.528 0 "4" "CLEC11A"
"AEBP1" 0 1.77612686413064 0.768 0.183 0 "4" "AEBP1"
"ASPN" 0 1.74917743096937 0.322 0.079 0 "4" "ASPN"
"LY6E1" 0 1.73139704512655 0.923 0.576 0 "4" "LY6E"
"SDC21" 0 1.6833387300236 0.907 0.393 0 "4" "SDC2"
"COPZ2" 0 1.65715462011968 0.774 0.27 0 "4" "COPZ2"
"CALD11" 0 1.6429738211056 0.934 0.434 0 "4" "CALD1"
"MYL91" 0 1.62873349342486 0.793 0.289 0 "4" "MYL9"
"C1R" 0 1.58823474600319 0.644 0.116 0 "4" "C1R"
"COL6A2" 0 1.57772606290695 0.9 0.411 0 "4" "COL6A2"
"LGALS3BP" 0 1.55082465613928 0.778 0.312 0 "4" "LGALS3BP"
"FGFR1" 0 1.53655626843606 0.765 0.246 0 "4" "FGFR1"
"OLFML31" 0 1.52385565952817 0.752 0.258 0 "4" "OLFML3"
"PLEKHA51" 0 1.52071681711893 0.768 0.225 0 "4" "PLEKHA5"
"C1S" 0 1.51744953924753 0.639 0.075 0 "4" "C1S"
"SERPING1" 0 1.51531866811102 0.706 0.171 0 "4" "SERPING1"
"TAGLN" 0 1.51402209164185 0.55 0.166 0 "4" "TAGLN"
"ANKH1" 0 1.47575322366377 0.677 0.27 0 "4" "ANKH"
"THBS2" 0 1.44703032492925 0.571 0.104 0 "4" "THBS2"
"COL6A3" 0 1.43079835127417 0.77 0.271 0 "4" "COL6A3"
"RCN31" 0 1.42199841352635 0.839 0.335 0 "4" "RCN3"
"PPIC1" 0 1.38974437105058 0.852 0.389 0 "4" "PPIC"
"COL6A1" 0 1.37107517380274 0.85 0.41 0 "4" "COL6A1"
"FXYD6" 0 1.35881080654523 0.657 0.207 0 "4" "FXYD6"
"CLU" 0 1.35201669916754 0.472 0.177 0 "4" "CLU"
"SELENOM1" 0 1.3503529347734 0.855 0.398 0 "4" "SELENOM"
"BST21" 0 1.35025281833153 0.758 0.447 0 "4" "BST2"
"CERCAM1" 0 1.32231229382271 0.65 0.161 0 "4" "CERCAM"
"FGF7" 0 1.29703643255182 0.458 0.053 0 "4" "FGF7"
"MAP1B1" 0 1.28723946345243 0.713 0.211 0 "4" "MAP1B"
"C1QTNF1" 0 1.28649853187655 0.515 0.051 0 "4" "C1QTNF1"
"CCPG1" 0 1.27997480238008 0.71 0.267 0 "4" "CCPG1"
"KDELR31" 0 1.27480627007267 0.69 0.231 0 "4" "KDELR3"
"LGALS11" 0 1.24660271159506 0.997 0.936 0 "4" "LGALS1"
"RGS32" 0 1.22949478773031 0.75 0.308 0 "4" "RGS3"
"KLK4" 0 1.20387284282413 0.402 0.018 0 "4" "KLK4"
"CAVIN3" 0 1.19059722481925 0.736 0.304 0 "4" "CAVIN3"
"CD631" 0 1.18440587725264 0.994 0.884 0 "4" "CD63"
"ACTA21" 0 1.14193842938654 0.546 0.169 0 "4" "ACTA2"
"HTRA11" 0 1.13803176453279 0.777 0.367 0 "4" "HTRA1"
"S100A41" 0 1.13086549797789 0.985 0.85 0 "4" "S100A4"
"ARF41" 0 1.12985365201883 0.867 0.558 0 "4" "ARF4"
"CCDC801" 0 1.12512370830377 0.734 0.217 0 "4" "CCDC80"
"COL3A11" 0 1.10811869647368 0.908 0.503 0 "4" "COL3A1"
"GPX81" 0 1.09508615036521 0.665 0.225 0 "4" "GPX8"
"MRC2" 0 1.08966135430142 0.636 0.216 0 "4" "MRC2"
"DSTN1" 0 1.07903435905787 0.921 0.637 0 "4" "DSTN"
"MMP11" 0 1.07162277494437 0.38 0.066 0 "4" "MMP11"
"RCN11" 0 1.06886483381882 0.681 0.277 0 "4" "RCN1"
"IFITM21" 0 1.0632465332949 0.884 0.545 0 "4" "IFITM2"
"LAPTM4A1" 0 1.05138964388531 0.955 0.726 0 "4" "LAPTM4A"
"MXRA82" 0 1.03998414097084 0.818 0.37 0 "4" "MXRA8"
"ADIRF" 0 1.02000206337966 0.542 0.184 0 "4" "ADIRF"
"CD59" 0 1.01267727129967 0.751 0.377 0 "4" "CD59"
"EFEMP21" 0 1.01166048851721 0.633 0.21 0 "4" "EFEMP2"
"TNC2" 0 1.01100229674177 0.718 0.269 0 "4" "TNC"
"EMP1" 0 1.00954371726665 0.613 0.195 0 "4" "EMP1"
"IFI44L" 0 1.00575429446531 0.443 0.129 0 "4" "IFI44L"
"TNFRSF12A" 0 1.00496618985878 0.542 0.236 0 "4" "TNFRSF12A"
"NBL1" 0 1.00076093795963 0.545 0.167 0 "4" "NBL1"
"PRSS23" 0 0.99583180807729 0.381 0.132 0 "4" "PRSS23"
"CTGF" 0 0.982073802359255 0.559 0.177 0 "4" "CTGF"
"FKBP101" 0 0.976963491632867 0.78 0.334 0 "4" "FKBP10"
"TNFSF10" 0 0.971806925872815 0.347 0.113 0 "4" "TNFSF10"
"TGFBI2" 0 0.966696828867128 0.833 0.546 0 "4" "TGFBI"
"SMOC1" 0 0.965317438435823 0.331 0.015 0 "4" "SMOC1"
"KDELR21" 0 0.964896626008241 0.874 0.619 0 "4" "KDELR2"
"NDUFA41" 0 0.956153620645759 0.963 0.826 0 "4" "NDUFA4"
"IRX3" 0 0.953857545983462 0.439 0.089 0 "4" "IRX3"
"CD151" 0 0.946852883520779 0.772 0.436 0 "4" "CD151"
"MYL12A1" 0 0.935364122093651 0.922 0.719 0 "4" "MYL12A"
"RHOC1" 0 0.934574642380089 0.845 0.521 0 "4" "RHOC"
"COL5A11" 0 0.930281424958946 0.699 0.305 0 "4" "COL5A1"
"GJA11" 0 0.92256657905024 0.684 0.254 0 "4" "GJA1"
"EMP3" 0 0.917902338593787 0.92 0.672 0 "4" "EMP3"
"IGFBP3" 0 0.913022394994195 0.355 0.106 0 "4" "IGFBP3"
"FKBP111" 0 0.909945017445864 0.657 0.283 0 "4" "FKBP11"
"OSTC1" 0 0.909711328367318 0.887 0.619 0 "4" "OSTC"
"COL12A1" 0 0.908832373628778 0.662 0.203 0 "4" "COL12A1"
"BMP8B" 0 0.899791011709565 0.364 0.04 0 "4" "BMP8B"
"VAMP5" 0 0.889083229258832 0.696 0.326 0 "4" "VAMP5"
"CTHRC11" 0 0.883837720850759 0.857 0.363 0 "4" "CTHRC1"
"S100A131" 0 0.869111739655568 0.878 0.516 0 "4" "S100A13"
"C12orf751" 0 0.861868673033844 0.501 0.16 0 "4" "C12orf75"
"SULF1" 0 0.861174425853404 0.465 0.11 0 "4" "SULF1"
"RABAC1" 0 0.8523049088833 0.878 0.619 0 "4" "RABAC1"
"CFH1" 0 0.850540042748374 0.555 0.146 0 "4" "CFH"
"EPDR11" 0 0.846463348858953 0.43 0.104 0 "4" "EPDR1"
"IFI27L21" 0 0.843338166775864 0.763 0.446 0 "4" "IFI27L2"
"LTBP11" 0 0.843221276976224 0.469 0.13 0 "4" "LTBP1"
"CD200" 0 0.842684994714305 0.34 0.026 0 "4" "CD200"
"EID11" 0 0.834498316254125 0.876 0.619 0 "4" "EID1"
"RUNX21" 0 0.83442596605661 0.721 0.327 0 "4" "RUNX2"
"ENPP2" 0 0.825836819304881 0.432 0.127 0 "4" "ENPP2"
"COL5A22" 0 0.820793444947845 0.819 0.403 0 "4" "COL5A2"
"PDLIM2" 0 0.815041790425336 0.616 0.274 0 "4" "PDLIM2"
"COL10A1" 0 0.813434612432024 0.336 0.048 0 "4" "COL10A1"
"SPHK1" 0 0.808008221938324 0.491 0.172 0 "4" "SPHK1"
"HLA-B2" 0 0.807038481594711 0.966 0.794 0 "4" "HLA-B"
"RPS27L" 0 0.797149364695867 0.89 0.706 0 "4" "RPS27L"
"TNFAIP6" 0 0.788580936027419 0.363 0.059 0 "4" "TNFAIP6"
"UNC5B" 0 0.784579893956071 0.497 0.172 0 "4" "UNC5B"
"TPM21" 0 0.779364501286216 0.881 0.448 0 "4" "TPM2"
"FBN1" 0 0.77715849002199 0.485 0.104 0 "4" "FBN1"
"BMP3" 0 0.773671048582142 0.281 0.02 0 "4" "BMP3"
"SPATS2L" 0 0.771835504381928 0.61 0.312 0 "4" "SPATS2L"
"S100A16" 0 0.770277205241557 0.531 0.153 0 "4" "S100A16"
"MMP23B" 0 0.768649225141328 0.339 0.056 0 "4" "MMP23B"
"TMED2" 0 0.767020327809465 0.737 0.443 0 "4" "TMED2"
"HLA-A2" 0 0.766725935397494 0.976 0.851 0 "4" "HLA-A"
"OST41" 0 0.764831904962942 0.952 0.813 0 "4" "OST4"
"ATP2B1" 0 0.763523068967148 0.606 0.317 0 "4" "ATP2B1"
"FAM114A1" 0 0.759593914932475 0.535 0.207 0 "4" "FAM114A1"
"BAMBI1" 0 0.751632427310619 0.453 0.193 0 "4" "BAMBI"
"CALM11" 0 0.750812519572333 0.935 0.774 0 "4" "CALM1"
"YIF1A" 0 0.750260214193385 0.656 0.372 0 "4" "YIF1A"
"SERF21" 0 0.749766183042835 0.993 0.962 0 "4" "SERF2"
"MEGF10" 0 0.732188744068556 0.294 0.021 0 "4" "MEGF10"
"HLA-C1" 0 0.724666400548041 0.961 0.799 0 "4" "HLA-C"
"ERLEC1" 0 0.722169211988556 0.615 0.306 0 "4" "ERLEC1"
"CALU" 0 0.712756376988565 0.727 0.448 0 "4" "CALU"
"PYCR11" 0 0.705654465058493 0.542 0.226 0 "4" "PYCR1"
"INAFM11" 0 0.703276183955983 0.448 0.162 0 "4" "INAFM1"
"DBI" 0 0.699078205769152 0.894 0.704 0 "4" "DBI"
"B2M2" 0 0.698554527445007 0.999 0.973 0 "4" "B2M"
"GABARAP1" 0 0.692686042780887 0.634 0.324 0 "4" "GABARAP"
"RAMP1" 0 0.691146566784388 0.272 0.07 0 "4" "RAMP1"
"CNN31" 0 0.691117463229609 0.687 0.324 0 "4" "CNN3"
"COL8A1" 0 0.68902311297766 0.385 0.067 0 "4" "COL8A1"
"CD99" 0 0.684699124981029 0.896 0.724 0 "4" "CD99"
"COL18A1" 0 0.684053684502469 0.443 0.141 0 "4" "COL18A1"
"DPT2" 0 0.683257161217054 0.542 0.232 0 "4" "DPT"
"MYO6" 0 0.681682497656145 0.336 0.078 0 "4" "MYO6"
"COX7A1" 0 0.679779367826529 0.485 0.153 0 "4" "COX7A1"
"MYL61" 0 0.679324751345913 0.98 0.907 0 "4" "MYL6"
"SEM1" 0 0.679137892315665 0.912 0.695 0 "4" "SEM1"
"SERPINH12" 0 0.678522140545362 0.913 0.565 0 "4" "SERPINH1"
"IGFBP7" 0 0.676507866487801 0.835 0.365 0 "4" "IGFBP7"
"OGN" 0 0.670346772349701 0.325 0.1 0 "4" "OGN"
"SEPT111" 0 0.661967795892395 0.663 0.369 0 "4" "SEPT11"
"PLAC9" 0 0.659234921670643 0.453 0.129 0 "4" "PLAC9"
"ITGA10" 0 0.659132289593981 0.342 0.077 0 "4" "ITGA10"
"NUPR11" 0 0.655729737648831 0.738 0.376 0 "4" "NUPR1"
"LRRC15" 0 0.654546964598847 0.324 0.065 0 "4" "LRRC15"
"C12orf571" 0 0.652593861838459 0.815 0.492 0 "4" "C12orf57"
"PRAF2" 0 0.651452460752461 0.433 0.133 0 "4" "PRAF2"
"SAR1A" 0 0.649165016945596 0.61 0.351 0 "4" "SAR1A"
"MORF4L1" 0 0.645127538470192 0.871 0.651 0 "4" "MORF4L1"
"FAP" 0 0.638823587979699 0.34 0.076 0 "4" "FAP"
"PLS31" 0 0.637170129068806 0.564 0.244 0 "4" "PLS3"
"PLAT" 0 0.636638363222359 0.267 0.036 0 "4" "PLAT"
"ITGA11" 0 0.630056779399775 0.298 0.051 0 "4" "ITGA11"
"RBM3" 0 0.629679626480094 0.752 0.513 0 "4" "RBM3"
"MPC1" 0 0.628301104176456 0.551 0.306 0 "4" "MPC1"
"ARL6IP51" 0 0.627027469414637 0.806 0.549 0 "4" "ARL6IP5"
"NUCB21" 0 0.624639824073006 0.666 0.392 0 "4" "NUCB2"
"PTMS1" 0 0.621194492980589 0.84 0.588 0 "4" "PTMS"
"IFI351" 0 0.62073465758456 0.39 0.155 0 "4" "IFI35"
"IKBIP" 0 0.619020714524368 0.507 0.259 0 "4" "IKBIP"
"PHPT11" 0 0.618250039370891 0.834 0.586 0 "4" "PHPT1"
"LRRC171" 0 0.614292858063759 0.315 0.082 0 "4" "LRRC17"
"PRRX11" 0 0.612910087184274 0.524 0.21 0 "4" "PRRX1"
"TMEM50A" 0 0.612171598630237 0.821 0.598 0 "4" "TMEM50A"
"NCAM1" 0 0.610840234161965 0.303 0.095 0 "4" "NCAM1"
"DNAJC151" 0 0.609654310897534 0.683 0.431 0 "4" "DNAJC15"
"TMED9" 0 0.608013045974292 0.82 0.587 0 "4" "TMED9"
"MPG1" 0 0.603297052668119 0.558 0.302 0 "4" "MPG"
"CCND1" 0 0.598987240981724 0.453 0.216 0 "4" "CCND1"
"MYL12B1" 0 0.597353141580589 0.874 0.682 0 "4" "MYL12B"
"TMEM258" 0 0.596568962086021 0.875 0.657 0 "4" "TMEM258"
"PODNL1" 0 0.590538155610832 0.305 0.064 0 "4" "PODNL1"
"LRRFIP21" 0 0.589562862838496 0.426 0.203 0 "4" "LRRFIP2"
"UACA" 0 0.588902419930554 0.435 0.163 0 "4" "UACA"
"IFIT1" 0 0.586868213881322 0.253 0.09 0 "4" "IFIT1"
"FKBP72" 0 0.584881692885933 0.597 0.265 0 "4" "FKBP7"
"NOTCH3" 0 0.582427503451281 0.314 0.079 0 "4" "NOTCH3"
"MMP14" 0 0.577325046219686 0.549 0.344 0 "4" "MMP14"
"UBE2L61" 0 0.576927484570303 0.438 0.206 0 "4" "UBE2L6"
"C5orf15" 0 0.572072854243934 0.442 0.203 0 "4" "C5orf15"
"CRNDE1" 0 0.571808323091368 0.479 0.201 0 "4" "CRNDE"
"C1orf541" 0 0.570024506916794 0.476 0.209 0 "4" "C1orf54"
"NT5E" 0 0.569340052578994 0.282 0.046 0 "4" "NT5E"
"MLLT111" 0 0.565796134055277 0.446 0.183 0 "4" "MLLT11"
"KDELR1" 0 0.564887194247102 0.707 0.466 0 "4" "KDELR1"
"ATP5MD" 0 0.564788540595947 0.888 0.649 0 "4" "ATP5MD"
"COX7A2" 0 0.561949048554214 0.925 0.754 0 "4" "COX7A2"
"SEC621" 0 0.556447175643128 0.852 0.612 0 "4" "SEC62"
"S100A61" 0 0.554208299655664 0.981 0.908 0 "4" "S100A6"
"ACTG11" 0 0.552979089372481 0.984 0.921 0 "4" "ACTG1"
"STMP1" 0 0.552068836944603 0.64 0.395 0 "4" "STMP1"
"ANAPC11" 0 0.550669441244405 0.816 0.588 0 "4" "ANAPC11"
"PPFIBP1" 0 0.544768426349331 0.418 0.173 0 "4" "PPFIBP1"
"FAT11" 0 0.544222321484056 0.449 0.19 0 "4" "FAT1"
"PDGFRL" 0 0.536995913558347 0.273 0.065 0 "4" "PDGFRL"
"CREB3L11" 0 0.534750745959017 0.455 0.186 0 "4" "CREB3L1"
"PFN21" 0 0.533740467998621 0.507 0.224 0 "4" "PFN2"
"TMEM981" 0 0.530536071128066 0.405 0.147 0 "4" "TMEM98"
"MGST31" 0 0.529530475885233 0.85 0.646 0 "4" "MGST3"
"C4orf3" 0 0.528325718604774 0.79 0.586 0 "4" "C4orf3"
"CPQ1" 0 0.528203564366215 0.521 0.264 0 "4" "CPQ"
"PLP2" 0 0.52742581177114 0.572 0.375 0 "4" "PLP2"
"VKORC1" 0 0.52709620727255 0.758 0.535 0 "4" "VKORC1"
"CNPY21" 0 0.526188948940678 0.688 0.436 0 "4" "CNPY2"
"CNN21" 0 0.524187391555534 0.495 0.249 0 "4" "CNN2"
"TFPI" 0 0.523214278955017 0.295 0.09 0 "4" "TFPI"
"FRMD61" 0 0.519627241817686 0.327 0.119 0 "4" "FRMD6"
"RAB311" 0 0.519599369993373 0.528 0.328 0 "4" "RAB31"
"MFAP21" 0 0.518536219384066 0.45 0.156 0 "4" "MFAP2"
"PKM" 0 0.51830871570101 0.878 0.703 0 "4" "PKM"
"EMILIN12" 0 0.51818297833351 0.527 0.241 0 "4" "EMILIN1"
"CYP1B1" 0 0.518104722307953 0.253 0.088 0 "4" "CYP1B1"
"ACTN11" 0 0.516474833341147 0.59 0.358 0 "4" "ACTN1"
"SURF4" 0 0.516438407334703 0.549 0.33 0 "4" "SURF4"
"PLIN3" 0 0.515946215124531 0.499 0.284 0 "4" "PLIN3"
"ARL3" 0 0.513857999262642 0.477 0.239 0 "4" "ARL3"
"NDUFA131" 0 0.510728525040662 0.88 0.683 0 "4" "NDUFA13"
"TMEM45A" 0 0.510358417628092 0.397 0.167 0 "4" "TMEM45A"
"MFGE81" 0 0.510002865976596 0.466 0.2 0 "4" "MFGE8"
"GOLT1B" 0 0.509971133215191 0.445 0.216 0 "4" "GOLT1B"
"OAT" 0 0.509591405787912 0.447 0.216 0 "4" "OAT"
"PSMA2" 0 0.507586612035251 0.736 0.505 0 "4" "PSMA2"
"TMEM167A" 0 0.502064417998908 0.662 0.449 0 "4" "TMEM167A"
"RAB34" 0 0.500276298878281 0.533 0.316 0 "4" "RAB34"
"PSME11" 0 0.498797780643008 0.715 0.493 0 "4" "PSME1"
"PTTG1IP" 0 0.498560709850167 0.604 0.396 0 "4" "PTTG1IP"
"FAM20C" 0 0.497207808222235 0.344 0.188 0 "4" "FAM20C"
"SRPX2" 0 0.496474936320531 0.271 0.057 0 "4" "SRPX2"
"TMED3" 0 0.49546681515205 0.574 0.344 0 "4" "TMED3"
"FOXC2" 0 0.494264640570208 0.256 0.062 0 "4" "FOXC2"
"ANXA62" 0 0.491630462465236 0.497 0.258 0 "4" "ANXA6"
"TAX1BP3" 0 0.489055038204576 0.441 0.216 0 "4" "TAX1BP3"
"PPIB1" 0 0.488910491652724 0.953 0.825 0 "4" "PPIB"
"TMEM2301" 0 0.488379839162354 0.694 0.483 0 "4" "TMEM230"
"REXO21" 0 0.488043336353129 0.621 0.365 0 "4" "REXO2"
"PDGFRB" 0 0.487837177627188 0.295 0.083 0 "4" "PDGFRB"
"GLT8D2" 0 0.487829716933126 0.269 0.062 0 "4" "GLT8D2"
"PDGFD" 0 0.483922433306583 0.267 0.08 0 "4" "PDGFD"
"IFI161" 0 0.482961356372674 0.691 0.466 0 "4" "IFI16"
"MAGED21" 0 0.48258646090037 0.669 0.392 0 "4" "MAGED2"
"PGF1" 0 0.482210666340191 0.314 0.112 0 "4" "PGF"
"TP53I11" 0 0.481600255524235 0.327 0.138 0 "4" "TP53I11"
"SFT2D1" 0 0.481097142693056 0.597 0.383 0 "4" "SFT2D1"
"UQCRQ1" 0 0.480713358669729 0.89 0.694 0 "4" "UQCRQ"
"SSR3" 0 0.480272587913871 0.82 0.616 0 "4" "SSR3"
"THY1" 0 0.478647396540821 0.47 0.186 0 "4" "THY1"
"ARL1" 0 0.476451158978774 0.518 0.304 0 "4" "ARL1"
"MVB12A" 0 0.475559608529268 0.439 0.238 0 "4" "MVB12A"
"INHBA1" 0 0.473799896756395 0.277 0.106 0 "4" "INHBA"
"LARP61" 0 0.473637115514736 0.427 0.19 0 "4" "LARP6"
"TGFB1I1" 0 0.468962048268109 0.375 0.154 0 "4" "TGFB1I1"
"GPRC5C" 0 0.468918013257278 0.299 0.107 0 "4" "GPRC5C"
"RRBP12" 0 0.468294977654339 0.807 0.544 0 "4" "RRBP1"
"TMEM2081" 0 0.46664642546461 0.64 0.429 0 "4" "TMEM208"
"RWDD1" 0 0.465943866626456 0.678 0.45 0 "4" "RWDD1"
"FMOD" 0 0.463925067253204 0.257 0.064 0 "4" "FMOD"
"MAGOHB1" 0 0.463558132831478 0.429 0.209 0 "4" "MAGOHB"
"HMGN3" 0 0.463492160847948 0.707 0.491 0 "4" "HMGN3"
"CYTOR1" 0 0.463066168476093 0.528 0.323 0 "4" "CYTOR"
"CHN1" 0 0.46241348363228 0.374 0.128 0 "4" "CHN1"
"PSME22" 0 0.462246789637944 0.753 0.539 0 "4" "PSME2"
"NME3" 0 0.456510332425291 0.564 0.354 0 "4" "NME3"
"SPRY1" 0 0.455168389206393 0.266 0.072 0 "4" "SPRY1"
"SATB21" 0 0.454918180470455 0.28 0.1 0 "4" "SATB2"
"PLOD21" 0 0.454132657536641 0.475 0.22 0 "4" "PLOD2"
"PTGES1" 0 0.453596012253008 0.286 0.128 0 "4" "PTGES"
"RPS172" 0 0.451836304604407 0.913 0.693 0 "4" "RPS17"
"EMP21" 0 0.449104374283128 0.483 0.269 0 "4" "EMP2"
"HES41" 0 0.448380672575257 0.473 0.255 0 "4" "HES4"
"PRDX42" 0 0.447313602612534 0.83 0.584 0 "4" "PRDX4"
"ROMO1" 0 0.446583088002587 0.676 0.437 0 "4" "ROMO1"
"TMEM591" 0 0.446100799502694 0.89 0.718 0 "4" "TMEM59"
"C19orf48" 0 0.446015537123253 0.342 0.183 0 "4" "C19orf48"
"P3H4" 0 0.445901812771369 0.367 0.148 0 "4" "P3H4"
"SPCS11" 0 0.44337359716838 0.777 0.575 0 "4" "SPCS1"
"PHLDA3" 0 0.442963062468922 0.26 0.089 0 "4" "PHLDA3"
"DLX51" 0 0.441212197650281 0.434 0.215 0 "4" "DLX5"
"SLIT2" 0 0.440187216039122 0.254 0.073 0 "4" "SLIT2"
"TPM41" 0 0.439802961555298 0.779 0.597 0 "4" "TPM4"
"LMAN11" 0 0.438773745009713 0.683 0.474 0 "4" "LMAN1"
"SEPT72" 0 0.438396317384399 0.794 0.595 0 "4" "SEPT7"
"DAD11" 0 0.43749386172514 0.848 0.666 0 "4" "DAD1"
"TMEM1191" 0 0.434424799978514 0.369 0.184 0 "4" "TMEM119"
"MAP1A" 0 0.432981086842371 0.288 0.105 0 "4" "MAP1A"
"RSU1" 0 0.432708020332237 0.435 0.236 0 "4" "RSU1"
"TPST11" 0 0.431873699604862 0.354 0.146 0 "4" "TPST1"
"TCEAL3" 0 0.431845003908091 0.436 0.218 0 "4" "TCEAL3"
"DYNLL11" 0 0.430324304440898 0.944 0.837 0 "4" "DYNLL1"
"PSMB3" 0 0.426805921090375 0.797 0.608 0 "4" "PSMB3"
"CCSER2" 0 0.425170561062443 0.352 0.155 0 "4" "CCSER2"
"PTS1" 0 0.42506034601019 0.486 0.269 0 "4" "PTS"
"TMEM14A" 0 0.421529338304147 0.442 0.207 0 "4" "TMEM14A"
"MCRIP1" 0 0.419935320746925 0.541 0.343 0 "4" "MCRIP1"
"TXN1" 0 0.418249957694193 0.929 0.785 0 "4" "TXN"
"ZNHIT1" 0 0.416438094205939 0.695 0.495 0 "4" "ZNHIT1"
"DMAC1" 0 0.415513057007132 0.505 0.306 0 "4" "DMAC1"
"NME41" 0 0.415496947334701 0.544 0.349 0 "4" "NME4"
"LEPROT" 0 0.415026811756383 0.542 0.359 0 "4" "LEPROT"
"CFL1" 0 0.413395615354625 0.94 0.852 0 "4" "CFL1"
"UBXN4" 0 0.413202685979822 0.714 0.517 0 "4" "UBXN4"
"FNDC1" 0 0.412931290574086 0.291 0.064 0 "4" "FNDC1"
"FIS1" 0 0.412034402618152 0.692 0.489 0 "4" "FIS1"
"IER3IP1" 0 0.411343433055356 0.578 0.367 0 "4" "IER3IP1"
"PMEPA11" 0 0.410332303064232 0.422 0.223 0 "4" "PMEPA1"
"XIST1" 0 0.410156149386748 0.543 0.244 0 "4" "XIST"
"LDHA" 0 0.408216974009638 0.893 0.762 0 "4" "LDHA"
"PSMB91" 0 0.404372785911993 0.526 0.295 0 "4" "PSMB9"
"PPA1" 0 0.403215041638345 0.63 0.417 0 "4" "PPA1"
"MDFI2" 0 0.4031656968118 0.537 0.294 0 "4" "MDFI"
"LHFPL6" 0 0.403065639046302 0.289 0.087 0 "4" "LHFPL6"
"ESD" 0 0.40155223663602 0.605 0.411 0 "4" "ESD"
"DYNLT3" 0 0.401526176608885 0.422 0.229 0 "4" "DYNLT3"
"NDUFB6" 0 0.400992234058946 0.575 0.361 0 "4" "NDUFB6"
"MTIF3" 0 0.400571802547435 0.48 0.289 0 "4" "MTIF3"
"CD2761" 0 0.400552297825731 0.382 0.204 0 "4" "CD276"
"PDLIM71" 0 0.400098997984861 0.463 0.24 0 "4" "PDLIM7"
"ARMCX3" 0 0.399693804927177 0.448 0.255 0 "4" "ARMCX3"
"TMEM263" 0 0.399690669289602 0.368 0.183 0 "4" "TMEM263"
"CD82" 0 0.39961345498525 0.311 0.14 0 "4" "CD82"
"LIMA11" 0 0.399593801737853 0.408 0.208 0 "4" "LIMA1"
"EMC4" 0 0.399016132302979 0.544 0.34 0 "4" "EMC4"
"CUTA1" 0 0.398520087741955 0.754 0.554 0 "4" "CUTA"
"ID32" 0 0.39799400239697 0.847 0.629 0 "4" "ID3"
"OAS11" 0 0.396367677843055 0.254 0.124 0 "4" "OAS1"
"CHMP2A" 0 0.394934749722741 0.654 0.465 0 "4" "CHMP2A"
"FAM89B1" 0 0.39381443816325 0.423 0.253 0 "4" "FAM89B"
"SNX3" 0 0.393535277014401 0.791 0.595 0 "4" "SNX3"
"SGCB1" 0 0.392766533789793 0.462 0.223 0 "4" "SGCB"
"TPST2" 0 0.392695851322053 0.358 0.179 0 "4" "TPST2"
"HIGD1A" 0 0.392498701280975 0.398 0.214 0 "4" "HIGD1A"
"SEC61G1" 0 0.391550542619881 0.911 0.764 0 "4" "SEC61G"
"POLR2L1" 0 0.390709131014855 0.861 0.693 0 "4" "POLR2L"
"RHBDL21" 0 0.390252927245861 0.287 0.128 0 "4" "RHBDL2"
"NDFIP1" 0 0.389401352250288 0.62 0.443 0 "4" "NDFIP1"
"IFT20" 0 0.388909259765417 0.452 0.262 0 "4" "IFT20"
"TCEAL91" 0 0.388664892204373 0.722 0.419 0 "4" "TCEAL9"
"MYDGF" 0 0.386596106771258 0.819 0.618 0 "4" "MYDGF"
"PARVA" 0 0.386558482598723 0.267 0.088 0 "4" "PARVA"
"NUDT1" 0 0.385880824861273 0.564 0.357 0 "4" "NUDT1"
"CDH111" 0 0.383084101634016 0.467 0.226 0 "4" "CDH11"
"MMP21" 0 0.382759472476034 0.473 0.287 0 "4" "MMP2"
"CDC42EP11" 0 0.382519271160184 0.359 0.175 0 "4" "CDC42EP1"
"POLR2G1" 0 0.382409641545521 0.578 0.367 0 "4" "POLR2G"
"TSPO1" 0 0.381056215491522 0.867 0.695 0 "4" "TSPO"
"ODF2L" 0 0.380902632817051 0.404 0.206 0 "4" "ODF2L"
"MANF1" 0 0.380832811578026 0.655 0.463 0 "4" "MANF"
"COL16A11" 0 0.380660367175295 0.373 0.167 0 "4" "COL16A1"
"TPI11" 0 0.380113907409276 0.899 0.765 0 "4" "TPI1"
"SELENOW" 0 0.379757779680793 0.704 0.485 0 "4" "SELENOW"
