"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"TUBA4A1" 5.25518057790865e-06 0.278498661345491 0.403 0.378 0.122965970342485 "2" "TUBA4A"
"TCEA1" 0.000107175159017064 0.293866225482382 0.276 0.254 1 "2" "TCEA1"
"NFE2L2" 0.000670082542955403 0.28337863212923 0.302 0.283 1 "2" "NFE2L2"
"HSPA1A" 0.0036432354170368 0.388822123309278 0.608 0.625 1 "2" "HSPA1A"
"TNFRSF4" 0 3.10331509168716 0.723 0.094 0 "3" "TNFRSF4"
"TNFRSF18" 0 2.66967779196756 0.749 0.11 0 "3" "TNFRSF18"
"BATF" 0 2.02068316335183 0.629 0.143 0 "3" "BATF"
"TIGIT1" 0 1.93485270249111 0.742 0.183 0 "3" "TIGIT"
"FOXP3" 0 1.68683235248614 0.406 0.009 0 "3" "FOXP3"
"IL2RA" 0 1.67598000141266 0.339 0.022 0 "3" "IL2RA"
"CTLA4" 0 1.57102557879429 0.462 0.08 0 "3" "CTLA4"
"LINC01943" 0 1.51089128892856 0.382 0.052 0 "3" "LINC01943"
"ICA1" 0 1.23087635418282 0.258 0.02 0 "3" "ICA1"
"LAYN" 0 1.21070653472331 0.326 0.036 0 "3" "LAYN"
"LAIR2" 1.81112155062302e-283 1.55751472650835 0.403 0.064 4.2378433163028e-279 "3" "LAIR2"
"IL321" 3.81773367558593e-245 1.58117428524079 0.961 0.698 8.93311502750353e-241 "3" "IL32"
"CARD161" 1.25397864524077e-239 1.6914044670795 0.713 0.282 2.93418463199888e-235 "3" "CARD16"
"TBC1D4" 7.9856960238329e-186 1.043588508201 0.325 0.061 1.86857301261666e-181 "3" "TBC1D4"
"CORO1B" 3.9361897183773e-174 1.56136798821628 0.552 0.198 9.21029032203105e-170 "3" "CORO1B"
"TNFRSF9" 7.52491544496241e-172 1.09840331076423 0.308 0.058 1.76075496496675e-167 "3" "TNFRSF9"
"DUSP41" 6.4532898413077e-167 1.26075409981422 0.606 0.22 1.51000528996759e-162 "3" "DUSP4"
"B2M1" 1.47349270052863e-148 0.619782859371291 0.999 0.999 3.44782556996694e-144 "3" "B2M"
"STAM" 1.0693560060681e-144 0.830615661065399 0.258 0.049 2.50218611859875e-140 "3" "STAM"
"ICOS1" 2.89464419896969e-144 1.31531565248208 0.469 0.155 6.77317796116918e-140 "3" "ICOS"
"DNPH1" 1.72359182663765e-140 1.1508353657322 0.513 0.189 4.03303251514945e-136 "3" "DNPH1"
"S100A41" 4.03237838220457e-139 1.00786186840932 0.967 0.847 9.43536217652047e-135 "3" "S100A4"
"GADD45A" 4.1083069670284e-133 1.46590182982644 0.502 0.193 9.61302747214976e-129 "3" "GADD45A"
"RGS11" 3.46305470180138e-130 1.16797161246557 0.848 0.525 8.10320169674505e-126 "3" "RGS1"
"HLA-A1" 5.21822566327739e-113 0.788968270833412 0.998 0.946 1.22101262295028e-108 "3" "HLA-A"
"LTB1" 5.97139314093253e-112 1.19194603263619 0.796 0.456 1.3972462810468e-107 "3" "LTB"
"PHLDA1" 5.7408751753983e-110 1.10565384249796 0.401 0.138 1.34330738229145e-105 "3" "PHLDA1"
"CD271" 1.34111158316577e-106 0.993899513656299 0.64 0.327 3.13806699344958e-102 "3" "CD27"
"CD4" 1.38417633910959e-104 0.832937644903033 0.305 0.086 3.23883421588252e-100 "3" "CD4"
"ARID5B" 4.05610484105852e-104 1.2005177891346 0.558 0.267 9.49087971759284e-100 "3" "ARID5B"
"SPOCK2" 1.90650950365456e-103 1.02910095727629 0.583 0.277 4.4610415876013e-99 "3" "SPOCK2"
"SOD1" 1.1141875042546e-102 0.867779996144649 0.86 0.654 2.60708734120534e-98 "3" "SOD1"
"TYMP1" 2.45093290214538e-96 1.22655244162964 0.592 0.319 5.73493789772997e-92 "3" "TYMP"
"PMAIP11" 2.84132187859037e-96 1.08238021154668 0.553 0.26 6.64840906371361e-92 "3" "PMAIP1"
"GLRX" 2.45883352951267e-92 1.39992720515236 0.514 0.265 5.75342457570669e-88 "3" "GLRX"
"CXCR6" 4.14087036562779e-86 0.865123434644843 0.302 0.096 9.68922256853247e-82 "3" "CXCR6"
"PHACTR2" 3.18744615985278e-84 0.765896455698341 0.293 0.093 7.45830526943953e-80 "3" "PHACTR2"
"CTSC1" 7.6021556275555e-83 1.33274372974641 0.665 0.438 1.77882839529171e-78 "3" "CTSC"
"UBC1" 3.41968574444249e-82 0.655252288818184 0.944 0.9 8.00172267342099e-78 "3" "UBC"
"BIRC3" 1.82484992192397e-79 1.05651605844971 0.551 0.287 4.26996633230989e-75 "3" "BIRC3"
"GBP21" 6.70518460858912e-78 0.871582835064119 0.441 0.195 1.56894614656377e-73 "3" "GBP2"
"CD21" 3.32628772375622e-77 0.762384146894169 0.793 0.534 7.78318064481719e-73 "3" "CD2"
"MIR4435-2HG" 1.96980807381779e-76 0.919191999596028 0.359 0.145 4.60915391192624e-72 "3" "MIR4435-2HG"
"GAPDH1" 5.56384284062222e-75 0.631036154215479 0.96 0.906 1.30188358627719e-70 "3" "GAPDH"
"PKM" 1.06394358084404e-70 0.928370235817711 0.616 0.367 2.48952158481697e-66 "3" "PKM"
"MAF" 3.03993825961736e-69 0.769388702630504 0.379 0.154 7.11315153367867e-65 "3" "MAF"
"HTATIP2" 9.28590869927232e-67 0.691614446627805 0.282 0.101 2.17280977654273e-62 "3" "HTATIP2"
"CALM31" 1.67885402194187e-66 0.771025962346606 0.623 0.377 3.92835052594179e-62 "3" "CALM3"
"CD3D1" 9.71763669964607e-66 0.607477703040516 0.871 0.612 2.27382981135018e-61 "3" "CD3D"
"SAT11" 1.60382060205351e-65 0.783143841968375 0.789 0.598 3.752779826745e-61 "3" "SAT1"
"TMSB10" 2.05619838687961e-62 0.495664926770311 0.998 0.99 4.81129860545959e-58 "3" "TMSB10"
"GATA3" 7.87772656710479e-62 0.933007069528754 0.318 0.13 1.84330923943685e-57 "3" "GATA3"
"UGP2" 2.21726989328294e-61 0.923639169822013 0.384 0.182 5.18818982329275e-57 "3" "UGP2"
"MYL61" 3.03028029361592e-59 0.484246872315583 0.962 0.894 7.0905528590319e-55 "3" "MYL6"
"ARL6IP51" 4.64588218478875e-59 0.745961681728904 0.682 0.468 1.08708997241872e-54 "3" "ARL6IP5"
"IL2RG1" 7.78406268923848e-58 0.789011406257002 0.625 0.413 1.82139282865491e-53 "3" "IL2RG"
"UCP2" 2.0804124444278e-56 0.851671672539553 0.495 0.281 4.86795707871661e-52 "3" "UCP2"
"P2RY10" 1.49820486730007e-55 0.643236415796711 0.288 0.115 3.50564956899544e-51 "3" "P2RY10"
"PFN11" 7.88677839723035e-55 0.562787184055396 0.941 0.841 1.84542727716793e-50 "3" "PFN1"
"BTG3" 1.24888393944215e-54 0.749522666649338 0.378 0.183 2.92226352990068e-50 "3" "BTG3"
"TNFRSF1B1" 1.30228218486806e-54 0.793449468236196 0.45 0.236 3.04721008437278e-50 "3" "TNFRSF1B"
"ENO11" 4.76136423132091e-54 0.623574459203541 0.791 0.61 1.11411161648678e-49 "3" "ENO1"
"GBP51" 1.8789558973231e-53 0.735376545685055 0.36 0.167 4.39656890414632e-49 "3" "GBP5"
"PTTG1" 1.46393189556678e-52 0.682611650905694 0.417 0.206 3.4254542424367e-48 "3" "PTTG1"
"OAZ11" 1.66344497900348e-51 0.483240408861853 0.922 0.837 3.89229490637024e-47 "3" "OAZ1"
"RPS27L" 1.52690672928471e-50 0.670302365718154 0.71 0.522 3.5728090558533e-46 "3" "RPS27L"
"CD79B" 5.98494681022529e-49 0.608007968409752 0.275 0.115 1.40041770412462e-44 "3" "CD79B"
"RAP1A" 1.18625242523206e-48 0.737652301700163 0.464 0.272 2.77571204980051e-44 "3" "RAP1A"
"ACTB" 1.968612510264e-47 0.452930216969714 0.987 0.969 4.60635641276672e-43 "3" "ACTB"
"CACYBP" 2.08232974198083e-47 0.69619851881859 0.543 0.333 4.87244336326095e-43 "3" "CACYBP"
"RAB11FIP1" 5.90366319257772e-47 0.700756608819927 0.33 0.156 1.38139815043126e-42 "3" "RAB11FIP1"
"SPATS2L" 4.52159327881982e-45 0.59387146687257 0.283 0.122 1.05800761131105e-40 "3" "SPATS2L"
"CASP1" 1.71105264391654e-43 0.583808305895193 0.329 0.158 4.00369208150032e-39 "3" "CASP1"
"PPM1G1" 2.53230309629182e-43 0.642558995557195 0.456 0.265 5.92533601501322e-39 "3" "PPM1G"
"SAMSN11" 9.06235066315818e-43 0.755034247404522 0.555 0.371 2.12049943167238e-38 "3" "SAMSN1"
"ARPC1B1" 1.17844770311358e-41 0.635109963345325 0.639 0.456 2.75744978051547e-37 "3" "ARPC1B"
"PRDX1" 1.16165545021427e-40 0.519391930345919 0.742 0.555 2.71815758795638e-36 "3" "PRDX1"
"SUMO21" 1.87265965958637e-40 0.555118580734079 0.779 0.654 4.38183633746614e-36 "3" "SUMO2"
"NAMPT" 4.11123135584316e-39 0.586697685788998 0.385 0.211 9.61987024953742e-35 "3" "NAMPT"
"CD72" 4.66856642362027e-39 0.602669516666519 0.576 0.366 1.09239785746291e-34 "3" "CD7"
"RPS26" 5.16995510807774e-39 0.594844131691981 0.79 0.675 1.20971779573911e-34 "3" "RPS26"
"PBXIP1" 9.21917229769073e-39 0.622962541697802 0.339 0.174 2.15719412593665e-34 "3" "PBXIP1"
"LAT1" 1.989804610182e-37 0.608269626544768 0.458 0.273 4.65594380736486e-33 "3" "LAT"
"CD82" 2.76083199882255e-36 0.562331825942658 0.288 0.138 6.4600707940449e-32 "3" "CD82"
"ACP51" 5.03297098953106e-36 0.539831109985242 0.407 0.227 1.17766488184037e-31 "3" "ACP5"
"TANK1" 5.62961841442538e-36 0.572039787083427 0.378 0.211 1.31727441279139e-31 "3" "TANK"
"CCND21" 1.84844718687608e-35 0.678901381370995 0.406 0.238 4.32518157257134e-31 "3" "CCND2"
"FAM129A" 1.89307270660095e-35 0.530249871199269 0.258 0.119 4.42960082617557e-31 "3" "FAM129A"
"SMS" 3.48851374615118e-35 0.535060438390243 0.288 0.141 8.16277331461914e-31 "3" "SMS"
"HLA-B1" 3.22454870454009e-34 0.387429327269784 0.979 0.946 7.54512151375336e-30 "3" "HLA-B"
"C4orf48" 1.04954903529554e-33 0.559747324037173 0.39 0.224 2.45583978768804e-29 "3" "C4orf48"
"RHOG" 1.2549323846313e-33 0.554449352191463 0.402 0.234 2.93641628679878e-29 "3" "RHOG"
"NDUFV2" 3.68381408892624e-33 0.564719982831511 0.546 0.379 8.61975658667851e-29 "3" "NDUFV2"
"CREM1" 4.05061978344224e-33 0.577114006953412 0.665 0.478 9.47804523127649e-29 "3" "CREM"
"ARHGDIB1" 5.33816893298056e-33 0.470489932729276 0.809 0.682 1.24907814862812e-28 "3" "ARHGDIB"
"CYTOR1" 1.04695619876325e-32 0.572470238706728 0.514 0.33 2.44977280948613e-28 "3" "CYTOR"
"SIT11" 1.89205339090991e-32 0.485732004914913 0.337 0.179 4.42721572939011e-28 "3" "SIT1"
"BTG11" 3.36490114879454e-32 0.514236829738922 0.927 0.879 7.87353219806435e-28 "3" "BTG1"
"SOX4" 5.36965299492564e-32 0.734360663822287 0.26 0.128 1.25644510428265e-27 "3" "SOX4"
"COX17" 1.54535431196724e-31 0.648431867493854 0.437 0.278 3.61597455457215e-27 "3" "COX17"
"PRDX21" 8.31960809482034e-31 0.484532416103267 0.607 0.437 1.94670509810701e-26 "3" "PRDX2"
"UQCRB" 2.06146268364286e-30 0.429388968066957 0.849 0.77 4.82361653345593e-26 "3" "UQCRB"
"STK17B1" 2.44448393913672e-30 0.579737882385515 0.554 0.408 5.71984796918602e-26 "3" "STK17B"
"PARK7" 3.3779224114112e-30 0.45060631417277 0.729 0.586 7.90400065046106e-26 "3" "PARK7"
"EPSTI11" 5.85997405510252e-30 0.532706181303522 0.322 0.177 1.37117532915344e-25 "3" "EPSTI1"
"ATP5F1E1" 5.94700196866609e-30 0.331717055706981 0.946 0.884 1.39153899064818e-25 "3" "ATP5F1E"
"TRAC1" 7.5267475106529e-29 0.811107550694826 0.49 0.357 1.76118365001767e-24 "3" "TRAC"
"LIMS1" 1.75635730850679e-28 0.549714326445091 0.353 0.204 4.10970046617504e-24 "3" "LIMS1"
"SRP14" 9.39605140065951e-28 0.375736484409642 0.871 0.792 2.19858206724032e-23 "3" "SRP14"
"HSPB11" 9.89531506254001e-28 0.554663922570693 0.542 0.371 2.31540477148374e-23 "3" "HSPB1"
"PSMB81" 1.09076589694595e-27 0.420641921792265 0.582 0.419 2.55228312226384e-23 "3" "PSMB8"
"NOP10" 1.28780021495184e-27 0.530671168918111 0.565 0.412 3.0133237229658e-23 "3" "NOP10"
"RHOC1" 1.77948511410323e-27 0.455647939807502 0.406 0.245 4.16381721849015e-23 "3" "RHOC"
"UBE2B1" 1.87316288259753e-27 0.506949874937856 0.559 0.416 4.38301382898997e-23 "3" "UBE2B"
"GTF3C6" 3.96696237738716e-27 0.476453493147515 0.414 0.261 9.28229526684822e-23 "3" "GTF3C6"
"ISG201" 1.55099148617916e-26 0.4350851451509 0.639 0.487 3.62916497851061e-22 "3" "ISG20"
"ITM2A1" 1.82148621110435e-26 0.636921100648119 0.557 0.405 4.26209558536306e-22 "3" "ITM2A"
"OCIAD2" 3.31027508582833e-26 0.489169805088672 0.467 0.312 7.7457126733297e-22 "3" "OCIAD2"
"SUB11" 4.45223786529442e-26 0.309542217483502 0.848 0.74 1.04177913810024e-21 "3" "SUB1"
"COX5A" 4.45943698296574e-26 0.473971780171773 0.574 0.426 1.04346365964415e-21 "3" "COX5A"
"CHMP2A" 4.78446757687284e-26 0.467751147015297 0.45 0.299 1.11951756831247e-21 "3" "CHMP2A"
"FXYD51" 7.95009873408095e-26 0.440689163989921 0.645 0.493 1.8602436027876e-21 "3" "FXYD5"
"YWHAB1" 8.89301206221787e-26 0.47254484068872 0.701 0.582 2.08087589243836e-21 "3" "YWHAB"
"IL2RB2" 2.3091123332253e-25 0.37623614331517 0.302 0.165 5.40309194851388e-21 "3" "IL2RB"
"HLA-C1" 2.36754478044915e-25 0.360790781804232 0.964 0.933 5.53981803177298e-21 "3" "HLA-C"
"ZNF292" 3.06559851815651e-25 0.461334744126206 0.316 0.183 7.17319397263441e-21 "3" "ZNF292"
"LGALS11" 7.29335176866672e-25 0.51601636661325 0.792 0.713 1.70657138035033e-20 "3" "LGALS1"
"ADI1" 8.44646502337884e-25 0.464099376934516 0.293 0.166 1.97638835082042e-20 "3" "ADI1"
"ISG151" 1.18358455166296e-24 0.295435677381551 0.656 0.484 2.76946949243617e-20 "3" "ISG15"
"ID31" 1.47797444098595e-24 0.59013689462661 0.487 0.334 3.45831239446304e-20 "3" "ID3"
"PPA1" 2.35121901080003e-24 0.554767166169906 0.447 0.312 5.501617363371e-20 "3" "PPA1"
"ATP5IF1" 2.42057403794253e-24 0.412008191720331 0.692 0.554 5.66390119138172e-20 "3" "ATP5IF1"
"PRDM1" 3.03340076520324e-24 0.601881351539466 0.294 0.171 7.09785445049906e-20 "3" "PRDM1"
"NDUFA13" 5.03335773690654e-24 0.415489636235533 0.648 0.502 1.17775537685876e-19 "3" "NDUFA13"
"TXN" 1.72156279394455e-23 0.3330577572303 0.718 0.591 4.02828478155085e-19 "3" "TXN"
"NDUFA4" 1.92928824895609e-23 0.355400568949073 0.82 0.723 4.51434157373236e-19 "3" "NDUFA4"
"ATP5MC2" 2.13474861850016e-23 0.331677757245124 0.807 0.688 4.99509829242851e-19 "3" "ATP5MC2"
"NDFIP1" 2.92005491296128e-23 0.46340562979193 0.407 0.267 6.83263649083811e-19 "3" "NDFIP1"
"TSC22D31" 5.89870903638468e-23 0.479015458176258 0.697 0.565 1.38023892742365e-18 "3" "TSC22D3"
"SRGN2" 6.66409662254729e-23 0.387052069044195 0.859 0.757 1.55933196870984e-18 "3" "SRGN"
"GALM" 1.13819273781608e-22 0.409866905994274 0.251 0.136 2.66325718721584e-18 "3" "GALM"
"NUDT5" 2.9563719669387e-22 0.45128145060642 0.301 0.181 6.91761476543986e-18 "3" "NUDT5"
"IFI61" 3.36360713549867e-22 0.570585077364593 0.433 0.297 7.87050433635335e-18 "3" "IFI6"
"SKAP11" 3.51334984904544e-22 0.455067550246867 0.395 0.256 8.22088731178143e-18 "3" "SKAP1"
"FKBP1A" 5.64992587322936e-22 0.453760830661522 0.52 0.383 1.32202615507694e-17 "3" "FKBP1A"
"CD320" 9.26605813454314e-22 0.399173542133373 0.274 0.154 2.16816494290175e-17 "3" "CD320"
"SH3BGRL1" 1.23659734382806e-21 0.429622011110996 0.456 0.316 2.89351412482329e-17 "3" "SH3BGRL"
"RAC1" 4.04410860472474e-21 0.36932754797387 0.585 0.435 9.46280972419541e-17 "3" "RAC1"
"CYTIP1" 5.20618244594487e-21 0.486886607311113 0.554 0.441 1.21819463052664e-16 "3" "CYTIP"
"MRPS6" 7.87639084327646e-21 0.460891532031116 0.408 0.279 1.84299669341826e-16 "3" "MRPS6"
"DOK22" 1.10744980037182e-20 0.372142759687208 0.398 0.255 2.59132178789002e-16 "3" "DOK2"
"COMMD71" 1.3603342536249e-20 0.371236201097685 0.34 0.211 3.18304612005691e-16 "3" "COMMD7"
"COX8A" 1.52459183171265e-20 0.413486366134602 0.665 0.543 3.56739242702442e-16 "3" "COX8A"
"ATOX1" 3.30719503848428e-20 0.521370438180309 0.367 0.245 7.73850567054937e-16 "3" "ATOX1"
"GMFG1" 5.58847441673131e-20 0.349781935310502 0.726 0.601 1.30764712877096e-15 "3" "GMFG"
"ATP6V0E11" 5.69524540028562e-20 0.350645923442826 0.699 0.579 1.33263047121283e-15 "3" "ATP6V0E1"
"HSP90AB1" 5.85846649041987e-20 0.422621834789874 0.848 0.787 1.37082257409335e-15 "3" "HSP90AB1"
"SEC11C" 7.02908348288187e-20 0.321430699110212 0.409 0.269 1.64473524415953e-15 "3" "SEC11C"
"ANAPC16" 1.17068375648149e-19 0.441618627751998 0.549 0.435 2.73928292179104e-15 "3" "ANAPC16"
"CD3E1" 3.39228974815215e-19 0.329001538569562 0.626 0.47 7.93761878170121e-15 "3" "CD3E"
"LY6E1" 3.72439575758631e-19 0.399949699504758 0.624 0.485 8.7147136331762e-15 "3" "LY6E"
"JPT11" 5.10241408967295e-19 0.341129852905841 0.525 0.386 1.19391387284257e-14 "3" "JPT1"
"PSMB3" 1.2449081165326e-18 0.371752471632711 0.584 0.449 2.91296050187464e-14 "3" "PSMB3"
"CIRBP" 1.43299136273852e-18 0.385596958917151 0.671 0.56 3.35305648967187e-14 "3" "CIRBP"
"RORA1" 1.44530261837867e-18 0.35250213001444 0.348 0.217 3.38186359674425e-14 "3" "RORA"
"CLTA" 2.91382414500221e-18 0.38848323618697 0.498 0.369 6.81805711689067e-14 "3" "CLTA"
"PHPT1" 2.9231114599632e-18 0.419881308800099 0.465 0.337 6.83978850516788e-14 "3" "PHPT1"
"COX5B1" 3.32076041824181e-18 0.305242027437203 0.749 0.637 7.770247302644e-14 "3" "COX5B"
"ICAM31" 3.54813344570974e-18 0.485257813521078 0.488 0.374 8.30227744961622e-14 "3" "ICAM3"
"HINT1" 3.60086234811286e-18 0.289889395391354 0.839 0.777 8.42565780834928e-14 "3" "HINT1"
"GSTO1" 3.63591215216685e-18 0.402936485096749 0.448 0.32 8.50767084485521e-14 "3" "GSTO1"
"PSMB1" 3.69919912716253e-18 0.377604567291469 0.622 0.514 8.65575603764761e-14 "3" "PSMB1"
"TXNDC17" 5.45345281219982e-18 0.42101757022946 0.384 0.265 1.27605342352664e-13 "3" "TXNDC17"
"FAM89B1" 5.57345176958646e-18 0.473986368393354 0.324 0.213 1.30413197956554e-13 "3" "FAM89B"
"KLF6" 8.66183152092731e-18 0.45582883412585 0.656 0.531 2.02678195758178e-13 "3" "KLF6"
"PIK3IP1" 8.83292080485377e-18 0.377677912595674 0.309 0.191 2.06681513912773e-13 "3" "PIK3IP1"
"RBX1" 2.65901968020372e-17 0.382255669561519 0.582 0.459 6.22184014970868e-13 "3" "RBX1"
"CKLF1" 3.55518697818582e-17 0.390263452304493 0.535 0.401 8.31878201025701e-13 "3" "CKLF"
"ELOB" 7.32078107806664e-17 0.342492766259877 0.712 0.616 1.71298956445681e-12 "3" "ELOB"
"PGAM1" 7.4030925830755e-17 0.374242719933896 0.462 0.34 1.73224963351384e-12 "3" "PGAM1"
"BRK1" 7.78287288013648e-17 0.333476480382201 0.55 0.422 1.82111442522314e-12 "3" "BRK1"
"ISCU" 9.50334052678399e-17 0.431846791427966 0.448 0.337 2.22368664986219e-12 "3" "ISCU"
"PSMB6" 9.69290599588524e-17 0.365538887382485 0.489 0.367 2.26804307397719e-12 "3" "PSMB6"
"COX6B11" 1.18032583759133e-16 0.316901838716418 0.74 0.622 2.76184442737995e-12 "3" "COX6B1"
"BEX31" 1.35870158159867e-16 0.365612830121022 0.315 0.197 3.17922583078274e-12 "3" "BEX3"
"HSPA8" 1.41534197005737e-16 0.28427964569134 0.84 0.772 3.31175867573723e-12 "3" "HSPA8"
"COX6A1" 3.42553495756795e-16 0.345878848035829 0.657 0.545 8.01540924721326e-12 "3" "COX6A1"
"PRDM2" 3.59250297821362e-16 0.348326315995135 0.265 0.161 8.40609771872205e-12 "3" "PRDM2"
"CLIC11" 4.04838047214921e-16 0.292180424459977 0.8 0.69 9.47280546678194e-12 "3" "CLIC1"
"BST21" 4.33520348417323e-16 0.402907345308724 0.509 0.394 1.01439426326169e-11 "3" "BST2"
"WDR83OS" 4.56325666307768e-16 0.3346985930052 0.562 0.435 1.06775642659355e-11 "3" "WDR83OS"
"CFLAR1" 5.18128880285515e-16 0.412111330444995 0.378 0.268 1.21236976698008e-11 "3" "CFLAR"
"C9orf16" 6.20484056541512e-16 0.40855862527948 0.552 0.441 1.45187064390148e-11 "3" "C9orf16"
"SMAP2" 6.39830015684668e-16 0.392249302094165 0.353 0.241 1.49713825370056e-11 "3" "SMAP2"
"RILPL2" 9.16441841386558e-16 0.315412265073996 0.263 0.159 2.14438226466041e-11 "3" "RILPL2"
"RHOH1" 9.97891365573279e-16 0.406561079628091 0.412 0.302 2.33496600630491e-11 "3" "RHOH"
"PRR13" 1.33819905880242e-15 0.392772640386933 0.409 0.296 3.13125197769177e-11 "3" "PRR13"
"ARL6IP1" 1.85181408450187e-15 0.319611044980111 0.394 0.274 4.33305977632591e-11 "3" "ARL6IP1"
"SPCS1" 2.12455666323607e-15 0.326099955641284 0.573 0.453 4.97125013630609e-11 "3" "SPCS1"
"TBCB" 2.4347888432494e-15 0.333820501852671 0.384 0.269 5.69716241431927e-11 "3" "TBCB"
"COX7C1" 5.2529878836682e-15 0.287457693359391 0.851 0.793 1.22914663489952e-10 "3" "COX7C"
"SFT2D1" 8.72421815065402e-15 0.366562397805435 0.334 0.228 2.04137980507153e-10 "3" "SFT2D1"
"SDF4" 1.07690614868158e-14 0.330533761405091 0.279 0.181 2.51985269730003e-10 "3" "SDF4"
"UQCR111" 1.16079690045224e-14 0.263620969684129 0.707 0.595 2.71614866736819e-10 "3" "UQCR11"
"SCAND11" 1.26499782323032e-14 0.383308431979609 0.467 0.358 2.95996840657662e-10 "3" "SCAND1"
"S100A61" 1.58377625867124e-14 0.257534017723631 0.913 0.837 3.70587806766484e-10 "3" "S100A6"
"PSMA2" 1.73704527610555e-14 0.322943451919392 0.465 0.348 4.06451224155938e-10 "3" "PSMA2"
"RGS101" 1.91225346925442e-14 0.303392310544216 0.482 0.36 4.47448189270842e-10 "3" "RGS10"
"DYNLRB11" 2.33260543975651e-14 0.338969691167867 0.474 0.362 5.45806346848627e-10 "3" "DYNLRB1"
"COX6C" 2.46939386426363e-14 0.280421762104864 0.767 0.665 5.77813470299048e-10 "3" "COX6C"
"PPP1R7" 2.54387047931267e-14 0.350339911619276 0.326 0.222 5.95240253454372e-10 "3" "PPP1R7"
"NPM1" 2.64067362938074e-14 0.259672368766064 0.853 0.806 6.17891222538798e-10 "3" "NPM1"
"BUB31" 3.25296779540719e-14 0.341903335876524 0.393 0.281 7.61161934447329e-10 "3" "BUB3"
"ARPP19" 3.42109684823437e-14 0.390000209875602 0.284 0.188 8.00502451518361e-10 "3" "ARPP19"
"NDUFC2" 4.02023237575475e-14 0.337359396997784 0.502 0.391 9.40694173602854e-10 "3" "NDUFC2"
"NSD31" 4.0380367327097e-14 0.395614267726878 0.418 0.316 9.44860215086743e-10 "3" "NSD3"
"TPI1" 4.92207612830121e-14 0.31431526313798 0.625 0.514 1.1517165932612e-09 "3" "TPI1"
"HSPE11" 5.52433406291834e-14 0.355517764697253 0.755 0.681 1.29263892738226e-09 "3" "HSPE1"
"DYNLL1" 5.65570103816866e-14 0.287438304230792 0.774 0.693 1.32337748592108e-09 "3" "DYNLL1"
"SH3KBP11" 5.72625861351065e-14 0.320530730297467 0.35 0.241 1.33988725297536e-09 "3" "SH3KBP1"
"PEBP1" 5.92530004981668e-14 0.319046879168624 0.502 0.388 1.3864609586566e-09 "3" "PEBP1"
"PAK2" 5.96869847101252e-14 0.327284334417889 0.342 0.234 1.39661575523222e-09 "3" "PAK2"
"METTL9" 7.48731171330414e-14 0.379610100361921 0.298 0.203 1.75195606779604e-09 "3" "METTL9"
"ATP5MC3" 1.06002521817513e-13 0.301149233577597 0.684 0.573 2.48035300800798e-09 "3" "ATP5MC3"
"FKBP8" 2.54712611517737e-13 0.333902952739494 0.405 0.301 5.96002039690352e-09 "3" "FKBP8"
"TRAPPC11" 2.80313849841518e-13 0.341275037010809 0.46 0.349 6.55906377244167e-09 "3" "TRAPPC1"
"CCNDBP11" 3.73351439313869e-13 0.339873341822754 0.342 0.243 8.73605032850522e-09 "3" "CCNDBP1"
"CTSZ" 4.47667090520993e-13 0.261875114130997 0.302 0.204 1.04749622511007e-08 "3" "CTSZ"
"CUTA" 4.72665813183709e-13 0.349169257981637 0.538 0.436 1.10599073626856e-08 "3" "CUTA"
"SKP11" 5.6659118859566e-13 0.283507168312312 0.736 0.647 1.32576672219499e-08 "3" "SKP1"
"CTSA" 6.54184519906944e-13 0.311126020539659 0.257 0.167 1.53072635813026e-08 "3" "CTSA"
"IFI27L21" 6.91635765593459e-13 0.390043475713057 0.359 0.262 1.61835852791213e-08 "3" "IFI27L2"
"VAMP81" 6.99365940670978e-13 0.285206295968052 0.526 0.415 1.63644636457602e-08 "3" "VAMP8"
"LMNA1" 8.29278193973907e-13 0.33789998040862 0.444 0.341 1.94042804607954e-08 "3" "LMNA"
"LGALS31" 9.12508015381489e-13 0.296155138395694 0.392 0.282 2.13517750519115e-08 "3" "LGALS3"
"SELENOW" 1.04753609042293e-12 0.295219317398305 0.454 0.341 2.45112969798062e-08 "3" "SELENOW"
"HBP1" 1.06141265783883e-12 0.355417900289617 0.258 0.172 2.48359947807707e-08 "3" "HBP1"
"SUMO1" 1.07897482516224e-12 0.321413393224337 0.516 0.404 2.52469319339712e-08 "3" "SUMO1"
"NDUFB1" 1.22062691496146e-12 0.345209950950627 0.417 0.312 2.85614491831832e-08 "3" "NDUFB1"
"PIM3" 1.66588319440436e-12 0.512331391437796 0.338 0.249 3.89800008658675e-08 "3" "PIM3"
"PPP1CA1" 1.67829157205795e-12 0.303955622027536 0.513 0.401 3.92703444945839e-08 "3" "PPP1CA"
"EFHD21" 1.98141537839938e-12 0.297559050200695 0.398 0.291 4.63631384391672e-08 "3" "EFHD2"
"SAMHD1" 2.08744184753535e-12 0.33562148240805 0.274 0.183 4.88440517904796e-08 "3" "SAMHD1"
"COMMD3" 2.30690664943411e-12 0.3138085684541 0.251 0.167 5.39793086901088e-08 "3" "COMMD3"
"NR3C1" 2.93005406078002e-12 0.484517725520005 0.338 0.244 6.85603349681917e-08 "3" "NR3C1"
