"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"UQCRC1" 2.4779467625235e-158 0.355424860097519 0.927 0.622 5.79814762962873e-154 "0" "UQCRC1"
"NDUFAB1" 6.16203175214924e-158 0.395815548352408 0.938 0.646 1.4418538096854e-153 "0" "NDUFAB1"
"BABAM2" 2.62704529071271e-157 0.25992715549512 0.549 0.243 6.14702327573866e-153 "0" "BABAM2"
"CISD3" 6.84428889469661e-157 0.344401260446696 0.917 0.589 1.60149515847006e-152 "0" "CISD3"
"LAMTOR5" 1.12058126806764e-156 0.337750352342261 0.942 0.635 2.62204810915148e-152 "0" "LAMTOR5"
"ATP5MC1" 3.28878375849493e-156 0.397743797209104 0.952 0.688 7.69542511650229e-152 "0" "ATP5MC1"
"CFL1" 4.74648694984233e-156 0.3848810922901 0.986 0.835 1.11063048139361e-151 "0" "CFL1"
"SEC11C" 1.57950459129447e-155 0.264897431203833 0.749 0.389 3.69588279316992e-151 "0" "SEC11C"
"MRPL34" 2.59511040356737e-155 0.280217329955646 0.823 0.463 6.07229883330728e-151 "0" "MRPL34"
"SSR3" 1.48772659679972e-154 0.431548016423495 0.97 0.723 3.48113146385167e-150 "0" "SSR3"
"ATP1B1" 5.13368065536224e-154 0.255383009707267 0.658 0.32 1.20122993654821e-149 "0" "ATP1B1"
"BCAP31" 8.27724808260218e-154 0.317998462301743 0.905 0.571 1.93679327884808e-149 "0" "BCAP31"
"TOMM22" 8.65987470915227e-153 0.252456176765803 0.784 0.428 2.02632408319454e-148 "0" "TOMM22"
"SLC25A11" 1.23143431569966e-152 0.269960364360334 0.799 0.438 2.88143315530564e-148 "0" "SLC25A11"
"TPI1" 2.04829183441785e-152 0.406902799135918 0.985 0.832 4.79279806335432e-148 "0" "TPI1"
"ITGAV" 8.48360536887865e-152 0.300102393204667 0.805 0.447 1.98507882026392e-147 "0" "ITGAV"
"MPC1" 1.51517706777624e-151 0.264476847080475 0.777 0.419 3.54536282088963e-147 "0" "MPC1"
"NANS" 6.86120866604914e-151 0.32420724591591 0.852 0.496 1.60545421576884e-146 "0" "NANS"
"TMEM147" 9.38943906393457e-151 0.287865534689054 0.866 0.525 2.19703484657005e-146 "0" "TMEM147"
"ATP6V1F" 1.91268265481178e-150 0.361767048056633 0.995 0.871 4.47548614399409e-146 "0" "ATP6V1F"
"RPN2" 5.97308664840467e-150 0.269648551993828 0.811 0.455 1.39764254486021e-145 "0" "RPN2"
"ENO1" 3.20466126527543e-149 0.418699590518461 0.991 0.872 7.49858689461797e-145 "0" "ENO1"
"DCXR" 7.17703682498323e-149 0.255453721846673 0.776 0.425 1.67935484667783e-144 "0" "DCXR"
"PSMB3" 9.93884653283605e-149 0.296838924214347 0.918 0.606 2.32559070021831e-144 "0" "PSMB3"
"SPCS1" 9.27196143638084e-148 0.301597666366378 0.909 0.572 2.16954625649875e-143 "0" "SPCS1"
"GLRX3" 9.71189697844588e-148 0.273566417427647 0.862 0.502 2.27248677398655e-143 "0" "GLRX3"
"SPAG7" 2.14677254848356e-147 0.25101002931515 0.816 0.466 5.02323308619669e-143 "0" "SPAG7"
"MANF" 1.16703405890521e-146 0.31700264447231 0.77 0.434 2.73074299443229e-142 "0" "MANF"
"SDHB" 4.22204350643119e-146 0.293081402571471 0.844 0.506 9.87915960069834e-142 "0" "SDHB"
"PSMB5" 7.46913192695617e-146 0.259879706730721 0.835 0.491 1.74770217958847e-141 "0" "PSMB5"
"ARL6IP5" 1.88566159412386e-144 0.37633647500335 0.978 0.746 4.41225956409043e-140 "0" "ARL6IP5"
"FCER1G" 8.98320479888653e-143 0.434480223311681 0.981 0.783 2.10198009089146e-138 "0" "FCER1G"
"C20orf24" 4.20984478508756e-142 0.406805808361079 0.61 0.33 9.85061581262637e-138 "0" "C20orf24"
"ATP5F1B" 4.8449532841124e-142 0.371978927165381 0.989 0.806 1.13367061894946e-137 "0" "ATP5F1B"
"UBE2D3" 8.35182119650952e-141 0.305763426939762 0.917 0.594 1.95424264177126e-136 "0" "UBE2D3"
"SLC16A3" 9.43901531561672e-141 0.279736091880219 0.898 0.572 2.20863519370116e-136 "0" "SLC16A3"
"RNASE6" 1.38715061918888e-140 0.31092928780948 0.848 0.508 3.24579373384007e-136 "0" "RNASE6"
"RER1" 2.36267944703782e-140 0.268077479675429 0.844 0.494 5.52843363812379e-136 "0" "RER1"
"HERPUD1" 5.32602539252118e-140 0.256063415500587 0.75 0.394 1.24623668159603e-135 "0" "HERPUD1"
"NME1" 1.32059545448774e-139 0.268850931802293 0.782 0.447 3.09006130395586e-135 "0" "NME1"
"MYDGF" 4.59351899781674e-139 0.385110934375871 0.947 0.691 1.07483751029914e-134 "0" "MYDGF"
"CAVIN3" 3.73300661987803e-137 0.276447666651261 0.81 0.473 8.73486218985261e-133 "0" "CAVIN3"
"ARF1" 4.53947205791186e-137 0.297760125434968 0.914 0.59 1.0621910668308e-132 "0" "ARF1"
"ATP5F1A" 4.64651364117477e-137 0.355318777622309 0.958 0.722 1.08723772689848e-132 "0" "ATP5F1A"
"NPC2" 1.75415922810604e-136 0.430607641491776 0.998 0.9 4.10455717784531e-132 "0" "NPC2"
"MRPS34" 1.76954996104889e-136 0.264085121050426 0.88 0.552 4.14056995385829e-132 "0" "MRPS34"
